NAME	biosample_id	biosample_type	disease	disease__ontology_label	organ	organ__ontology_label	library_preparation_protocol	library_preparation_protocol__ontology_label	donor_id	species	species__ontology_label	sex	is_living	preservation_method	cell_type_array
BA_105	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retinal rod cell|retinal ganglion cell|retinal cone cell
BA_106	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retinal rod cell|retinal ganglion cell|retinal cone cell
BA_107	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retinal rod cell|retinal ganglion cell|retinal cone cell
BA_108	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retinal rod cell|retinal ganglion cell|retinal cone cell
BA_109	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retinal rod cell|retinal ganglion cell|retinal cone cell
BA_110	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell
BA_111	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell
BA_112	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell
BA_113	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell
BA_114	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell
BA_115	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell
BA_116	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell
BA_117	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell
BA_118	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell
BA_119	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell|glial cell
BA_120	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell|glial cell
BA_121	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell|glial cell
BA_122	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell|glial cell
BA_123	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell|glial cell
BA_124	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell|glial cell
BA_125	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell|glial cell
BA_126	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell|glial cell
BA_127	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell|glial cell
BA_128	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell|glial cell
BA_129	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell|glial cell
BA_130	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh	retina horizontal cell|glial cell
