NAME	X	Y	Z
FoobarAB8_BazMoo_3CDBCAAABABDCDCC-1	0.8438	0.0746	-0.038
FoobarAB1_BazMoo_3DBDAAAABCDBACAB-1	0.8628	0.4144	-0.6129
FoobarAB2_BazMoo_5CACCCACABCCACBA-1	0.9854	0.4888	-0.9844
FoobarAB1_BazMoo_5BABCDBBCCCADACC-1	0.5568	0.3425	-0.713
FoobarAB2_BazMoo_5CADBBDCCDADAABA-1	0.6959	0.5666	-0.7473
FoobarAB5_BazMoo_7ADACABBBCACBDDA-1	0.2322	0.9723	-0.969
FoobarAB3_BazMoo_7AAACAABBDDACCAA-1	0.4565	0.7065	-0.1501
FoobarAB5_BazMoo_6CCBBBACDCDDDCDC-1	0.0297	0.9774	-0.6975
FoobarAB2_BazMoo_1CBBAADACCBBCDAB-1	0.0147	0.0816	-0.133
FoobarAB2_BazMoo_7CBBABBDDCACACBC-1	0.2948	0.2536	-0.976
FoobarAB6_BazMoo_2BACADABCBDABBDB-1	0.4692	0.9626	-0.8125
FoobarAB6_BazMoo_8ADAABAABBDACCBA-1	0.4587	0.7367	-0.2032
FoobarAB1_BazMoo_6AABBABABCBBCAAA-1	0.6828	0.8316	-0.443
FoobarAB8_BazMoo_6ABCCACBCABBDAAD-1	0.5236	0.8721	-0.2464
FoobarAB3_BazMoo_5CDCBAABDCADAAAC-1	0.7229	0.0829	-0.4436
FoobarAB3_BazMoo_3CAACADADDDADACB-1	0.6038	0.8196	-0.9451
FoobarAB4_BazMoo_5DACADCDBCDBDAAA-1	0.4798	0.8444	-0.4754
FoobarAB7_BazMoo_5BAAAADCDACDDCCB-1	0.7017	0.313	-0.9795
FoobarAB8_BazMoo_1CABBCBACBBDCADA-1	0.4768	0.9849	-0.7137
FoobarAB6_BazMoo_7CDCACCADCABDACD-1	0.6819	0.3707	-0.5513
FoobarAB4_BazMoo_6BBDABDCDBDBBADA-1	0.5111	0.258	-0.265
FoobarAB6_BazMoo_6BBCBCBCDACBDBBD-1	0.0823	0.8668	-0.853
FoobarAB2_BazMoo_3DABBDABBCBDDAAD-1	0.9321	0.2136	-0.5873
FoobarAB8_BazMoo_3BCDDCCADAACDADA-1	0.7066	0.0816	-0.5247
FoobarAB7_BazMoo_1ADDBCDBDDBBACDC-1	0.697	0.0931	-0.8076
FoobarAB8_BazMoo_6CCDDCDAABDADCAC-1	0.1066	0.1567	-0.097
FoobarAB8_BazMoo_3AABCCCBBDDDDBAB-1	0.3822	0.1598	-0.1769
FoobarAB3_BazMoo_5BACDABABDAADBCA-1	0.4236	0.6072	-0.8687
FoobarAB6_BazMoo_5CBDDABCDDCCBBCA-1	0.3084	0.661	-0.0603
FoobarAB1_BazMoo_2DABDDADBCACBACA-1	0.2789	0.5145	-0.0094
FoobarAB5_BazMoo_8CBAADDCDACCBADC-1	0.2336	0.8128	-0.5747
FoobarAB4_BazMoo_1ACBAADADDDBCBAC-1	0.1011	0.1755	-0.9534
FoobarAB8_BazMoo_2ACBAABCCDBADBCA-1	0.6501	0.7833	-0.2429
FoobarAB3_BazMoo_6ABCBABBACBCACCD-1	0.2138	0.0149	-0.0541
FoobarAB1_BazMoo_7CAACCBCBADBCBBC-1	0.7102	0.1429	-0.2066
FoobarAB3_BazMoo_5DDBCBBDACBADABC-1	0.3454	0.2568	-0.3432
FoobarAB7_BazMoo_2DACDABABCDADBDC-1	0.46	0.0278	-0.1706
FoobarAB3_BazMoo_6BBDDDABADDBCDBA-1	0.5978	0.4241	-0.7742
FoobarAB2_BazMoo_8AABADCABBAADDAA-1	0.177	0.7113	-0.6953
FoobarAB7_BazMoo_6ADCAACCDCDDBAAB-1	0.0566	0.4155	-0.2194
FoobarAB6_BazMoo_3AAABBDBCDBCACDB-1	0.2462	0.9684	-0.162
FoobarAB8_BazMoo_4CACACCBCACCAABB-1	0.7594	0.9386	-0.3867
FoobarAB3_BazMoo_5ACBABDBBDAADCAC-1	0.5926	0.7952	-0.1929
FoobarAB6_BazMoo_3ADADCACBCDCDDCA-1	0.033	0.4008	-0.4879
FoobarAB1_BazMoo_8DCBAAADAADDBCAC-1	0.8913	0.8374	-0.7752
FoobarAB8_BazMoo_2ABDCBCDDDAAACBA-1	0.248	0.9958	-0.749
FoobarAB4_BazMoo_3BBBCDBCABBBDBBB-1	0.6276	0.4915	-0.1845
FoobarAB3_BazMoo_3BDCACCABDDDCACA-1	0.4012	0.4377	-0.0637
FoobarAB3_BazMoo_6ADAACCCABCACBAA-1	0.8817	0.7158	-0.252
FoobarAB7_BazMoo_3CBBDABDBCCCABAD-1	0.6252	0.8981	-0.221
FoobarAB5_BazMoo_6AABABDDAACACCDC-1	0.9562	0.2064	-0.7852
FoobarAB3_BazMoo_7CDADCBAADDBADAC-1	0.9842	0.8855	-0.7128
FoobarAB7_BazMoo_2CADDDDDDDABBACA-1	0.1343	0.0066	-0.5753
FoobarAB2_BazMoo_2DBDBACCBBCCADAB-1	0.2768	0.9455	-0.6648
FoobarAB1_BazMoo_3DDDBCBABDADBCDA-1	0.2696	0.2328	-0.5099
FoobarAB6_BazMoo_5AABDBBADCAACABD-1	0.1712	0.1716	-0.4616
FoobarAB7_BazMoo_1BDACCCDCDBCCCDA-1	0.5079	0.269	-0.3715
FoobarAB4_BazMoo_6DADABCBADCBAADD-1	0.108	0.3972	-0.8466
FoobarAB4_BazMoo_7CCAAAAABACDCBCC-1	0.0376	0.68	-0.4299
FoobarAB8_BazMoo_3DCCBCDDBBBCACAD-1	0.2826	0.7673	-0.7728
FoobarAB5_BazMoo_2CABBCCBBDCDAADC-1	0.9792	0.6324	-0.3241
FoobarAB8_BazMoo_8BADDACABAABBDCC-1	0.1013	0.2664	-0.867
FoobarAB2_BazMoo_2ADDABAAADDACBDD-1	0.5655	0.9234	-0.6359
FoobarAB8_BazMoo_3DDADCCDCABBBBDA-1	0.3678	0.0442	-0.8485
FoobarAB2_BazMoo_3BCBDDADDDACADCD-1	0.9059	0.6671	-0.8849
FoobarAB6_BazMoo_5BCCDBDBDABBDDAD-1	0.581	0.2045	-0.7974
FoobarAB5_BazMoo_4ABDBCBCACDCBDAC-1	0.0531	0.9395	-0.9479
FoobarAB1_BazMoo_5DDACABABDCDDBAA-1	0.5216	0.5209	-0.1241
FoobarAB5_BazMoo_6BDDBCBCBBCCDACD-1	0.6127	0.4639	-0.4973
FoobarAB3_BazMoo_3DDBDDBAACDDBDCA-1	0.801	0.9823	-0.2525
FoobarAB3_BazMoo_6ABAAADBDBCADDDB-1	0.8071	0.4313	-0.6836
FoobarAB7_BazMoo_5DADDCABCDBBBAAA-1	0.364	0.6716	-0.9908
FoobarAB7_BazMoo_4CCDDBCACCABADBC-1	0.4597	0.4325	-0.1412
FoobarAB4_BazMoo_6CCBBDACDAACDAAB-1	0.0439	0.6927	-0.5297
FoobarAB1_BazMoo_4ADABBDCCDAAAAAA-1	0.4508	0.3961	-0.3999
FoobarAB1_BazMoo_7DDBCAAAABCCDCBC-1	0.8635	0.0772	-0.8689
FoobarAB4_BazMoo_1DBCAADDACBCABAC-1	0.4814	0.4858	-0.3811
FoobarAB7_BazMoo_3ACCDCDBDBADCDBD-1	0.177	0.31	-0.5544
FoobarAB8_BazMoo_5BCCBABCADBABDBD-1	0.5243	0.507	-0.2562
FoobarAB5_BazMoo_4CABCBDDBCCCDCBB-1	0.7783	0.2759	-0.7409
FoobarAB4_BazMoo_8CBAADCDAAAABACC-1	0.4543	0.5888	-0.7882
FoobarAB4_BazMoo_7DABCBDABDACCBCD-1	0.8651	0.7606	-0.4041
FoobarAB5_BazMoo_7CAACCCDCCABADAD-1	0.8465	0.5642	-0.2429
FoobarAB3_BazMoo_6DBADADDCCCACBAC-1	0.1939	0.8033	-0.6371
FoobarAB4_BazMoo_5DADDAACDCBAAAAD-1	0.8928	0.2803	-0.5785
FoobarAB6_BazMoo_2BCACDCBDCDDBBBD-1	0.7528	0.0764	-0.7848
FoobarAB8_BazMoo_1ACDDBDADBAAADBD-1	0.5542	0.878	-0.6712
FoobarAB1_BazMoo_2ABDBABCBADDDBCD-1	0.3599	0.2555	-0.0906
FoobarAB8_BazMoo_5ABCBDCCAACBDCBC-1	0.4245	0.2015	-0.9067
FoobarAB7_BazMoo_1ABBCDABBDDACDAD-1	0.9744	0.1516	-0.3232
FoobarAB4_BazMoo_8CBCDDBACDCACDBB-1	0.3417	0.1168	-0.2176
FoobarAB1_BazMoo_7CACCADBCADCDCBD-1	0.8065	0.5106	-0.7282
FoobarAB3_BazMoo_4ADBDDDCDDCBDBAB-1	0.7274	0.7422	-0.6884
FoobarAB1_BazMoo_2BCBACBBBDDDDDAA-1	0.8342	0.8059	-0.4399
FoobarAB5_BazMoo_2BCCADCCBACAACDD-1	0.9917	0.486	-0.8438
FoobarAB6_BazMoo_1BDCBDAADBBCBACA-1	0.3681	0.4061	-0.3781
FoobarAB5_BazMoo_4CADCCDDABDACDAA-1	0.7388	0.5983	-0.8351
FoobarAB8_BazMoo_5BDADDACCDADCDBD-1	0.0881	0.2059	-0.0941
FoobarAB6_BazMoo_7BCACBCBCBCAAAAB-1	0.5792	-0.1756	0.6533
FoobarAB5_BazMoo_6DDDACBBBADBBDAD-1	0.9965	-0.7176	0.6528
FoobarAB8_BazMoo_4DBBBDAACABBCCBA-1	0.3363	-0.9953	0.9736
FoobarAB7_BazMoo_6ABBBCDCDAACCCCD-1	0.6979	-0.4204	0.511
FoobarAB7_BazMoo_7DBCDCCAAACADCBC-1	0.8606	-0.9598	0.1107
FoobarAB3_BazMoo_1ACDBBBACDBBCDAB-1	0.7295	-0.1908	0.5389
FoobarAB1_BazMoo_7BCABDCBADACBBAD-1	0.1156	-0.1716	0.6604
FoobarAB5_BazMoo_2AAABDDADDCADCCD-1	0.1651	-0.5313	0.068
FoobarAB3_BazMoo_4CADABDBBCABBDDD-1	0.4762	-0.2921	0.799
FoobarAB5_BazMoo_3CCCCBADBBDBBDBB-1	0.332	-0.9418	0.107
FoobarAB2_BazMoo_3CBACCBDBBCADDBD-1	0.1315	-0.1744	0.2069
FoobarAB7_BazMoo_7CDDDDABDDBABABC-1	0.4091	-0.1217	0.1842
FoobarAB3_BazMoo_8DBABCBADACAAACC-1	0.7978	-0.9976	0.4073
FoobarAB3_BazMoo_6ABCCCDCCBBBCDDB-1	0.1783	-0.2692	0.2361
FoobarAB8_BazMoo_3BDBDABBBCADAAAB-1	0.6012	-0.9526	0.2952
FoobarAB1_BazMoo_2ADCCDBAACCDDDBD-1	0.0991	-0.2073	0.4231
FoobarAB3_BazMoo_3BBACABDBCCDADAA-1	0.886	-0.4663	0.72
FoobarAB2_BazMoo_1BCDDCDACAADCCAA-1	0.7399	-0.4237	0.5461
FoobarAB2_BazMoo_1BADCAABBAACDCAC-1	0.3921	-0.4792	0.6139
FoobarAB5_BazMoo_3BCBBBBAADBCBBAC-1	0.1131	-0.5875	0.8936
FoobarAB1_BazMoo_7CABCBAABDADCCCB-1	0.8198	-0.6122	0.2508
FoobarAB7_BazMoo_2DCADBDDBDDCDBDA-1	0.9392	-0.2015	0.6581
FoobarAB4_BazMoo_2DDDCCAADBADCDCC-1	0.3283	-0.2419	0.1373
FoobarAB6_BazMoo_8BABDCCDBCAACAAA-1	0.5157	-0.1733	0.479
FoobarAB6_BazMoo_4BBBDDCDADAAADAD-1	0.888	-0.936	0.7353
FoobarAB7_BazMoo_5AAADBBBBDBDBBAA-1	0.2052	-0.6684	0.6387
FoobarAB4_BazMoo_7AAAACDDCCBCAAAD-1	0.3952	-0.7611	0.8731
FoobarAB5_BazMoo_5DBBCADCDDCDBADD-1	0.8644	-0.9737	0.9321
FoobarAB5_BazMoo_1AAABAABAACCACDA-1	0.6459	-0.0081	0.0365
FoobarAB6_BazMoo_4DCCDBADBCBBAACC-1	0.234	-0.1048	0.2867
FoobarAB3_BazMoo_3ACDCDAAACCDBAAB-1	0.2965	-0.8016	0.6826
FoobarAB2_BazMoo_2DDDCDACBDCBBBCD-1	0.2098	-0.3227	0.416
FoobarAB6_BazMoo_2BCCACBADCDDBCDC-1	0.0501	-0.5043	0.4382
FoobarAB5_BazMoo_8BDADBCDCBABDADA-1	0.5719	-0.7789	0.4976
FoobarAB4_BazMoo_7DCCCDDDADABAAAC-1	0.9364	-0.9221	0.8456
FoobarAB2_BazMoo_3CBADCDBDDCCBAAA-1	0.4706	-0.0985	0.2888
FoobarAB5_BazMoo_2ACDCBDBCBABDDAC-1	0.5544	-0.8327	0.621
FoobarAB1_BazMoo_2BDACCADDDCDCBAB-1	0.7462	-0.03	0.1341
FoobarAB1_BazMoo_4AADBBAADCADBBDA-1	0.5374	-0.4974	0.139
FoobarAB7_BazMoo_6DCADBCBDACCCCDA-1	0.8547	-0.5367	0.4065
FoobarAB1_BazMoo_4BBADBCDBDCCACBC-1	0.1603	-0.9155	0.8831
FoobarAB7_BazMoo_6BCCDDAACCACABCB-1	0.4657	-0.0694	0.5884
FoobarAB5_BazMoo_3BDDBBDDBADBACDD-1	0.3634	-0.746	0.4613
FoobarAB3_BazMoo_4ACBDCDBDACCCBAC-1	0.2106	-0.1012	0.0282
FoobarAB6_BazMoo_1CDCDBCDBDBBCCCB-1	0.068	-0.9001	0.6363
FoobarAB3_BazMoo_2DCBDBBDBCCAACAD-1	0.2511	-0.4219	0.0919
FoobarAB2_BazMoo_3BDABBCDBDAABBBC-1	0.3166	-0.2421	0.0007
FoobarAB2_BazMoo_2CCDCACAACCBBABA-1	0.5891	-0.1151	0.0584
FoobarAB5_BazMoo_1ADACBBCDDCDCCBB-1	0.5224	-0.8588	0.9985
FoobarAB7_BazMoo_3BCAAAADDAADDCBD-1	0.6048	-0.5165	0.259
FoobarAB8_BazMoo_1CAABDADDADABDDC-1	0.1578	-0.9767	0.7941
FoobarAB4_BazMoo_3ADDCACAADADDCAD-1	0.7234	-0.1454	0.2696
FoobarAB5_BazMoo_7CBABDBDCCBCCDAC-1	0.1579	-0.7346	0.2791
FoobarAB2_BazMoo_2CADCADDCDDABACD-1	0.2814	-0.7759	0.489
FoobarAB6_BazMoo_5ACABABBBBACDCDA-1	0.0898	-0.6086	0.4419
FoobarAB6_BazMoo_5CCAADDADCABBDBA-1	0.1314	-0.7056	0.4134
FoobarAB1_BazMoo_1BACACBBCBBCBADC-1	0.2648	-0.191	0.182
FoobarAB6_BazMoo_5ADBABDBBABACCCC-1	0.3403	-0.2584	0.8688
FoobarAB1_BazMoo_7CBADABBCDBDDABC-1	0.8196	-0.8823	0.0216
FoobarAB2_BazMoo_8BDABDDABCCABADD-1	0.0718	-0.7692	0.3708
FoobarAB8_BazMoo_4DCBBDDDABBDDADD-1	0.9876	-0.4068	0.7344
FoobarAB4_BazMoo_6ADABDDCCBDACAAA-1	0.9663	-0.1308	0.2443
FoobarAB6_BazMoo_2BADBBDDCADABCCD-1	0.9436	-0.8228	0.8679
FoobarAB8_BazMoo_6AAACADBDBADDAAB-1	0.5032	-0.429	0.139
FoobarAB3_BazMoo_4DCDACCACBCBADDB-1	0.7513	-0.7744	0.4175
FoobarAB4_BazMoo_7ACBBBADCCDBCCDB-1	0.6289	-0.1599	0.0871
FoobarAB2_BazMoo_4DAADBDADDDADDDA-1	0.3519	-0.4231	0.5711
FoobarAB6_BazMoo_6ACDBBADCBAACADB-1	0.6789	-0.6831	0.3392
FoobarAB2_BazMoo_5DCCDDABDCADDBCC-1	0.9008	-0.8796	0.9645
FoobarAB5_BazMoo_7CDDADCCABDAAACD-1	0.7898	-0.7403	0.936
FoobarAB8_BazMoo_2BBDDACDABADBBDD-1	0.3294	-0.7334	0.8625
FoobarAB2_BazMoo_8ACBCBBDAABBCACD-1	0.174	-0.8524	0.5808
FoobarAB8_BazMoo_1DDACBBDCDDDBABD-1	0.932	-0.8844	0.5721
FoobarAB4_BazMoo_8BCDDCADBDDCCBBA-1	0.3808	-0.1396	0.523
FoobarAB7_BazMoo_1ACABADBCCCAACBA-1	0.3179	-0.7304	0.3248
FoobarAB8_BazMoo_2BBBACABBBAABBAA-1	0.34	-0.6256	0.7476
FoobarAB4_BazMoo_6ADBDABABBDCCDCC-1	0.732	-0.2226	0.7566
FoobarAB7_BazMoo_5ACACDCDCDBBCBCA-1	0.1531	-0.1559	0.9728
FoobarAB4_BazMoo_7DBDBCADBCACADBD-1	0.6182	-0.9282	0.6359
FoobarAB8_BazMoo_2CBAACBBCADADADB-1	0.2696	-0.2165	0.7981
FoobarAB8_BazMoo_1DCDCBAABBBAADBA-1	0.4664	-0.7519	0.6321
FoobarAB8_BazMoo_8CCAABADAABCDDDA-1	0.3291	-0.074	0.0712
FoobarAB3_BazMoo_4ADDBAABCBDBBBDC-1	0.4612	-0.0123	0.8264
FoobarAB1_BazMoo_6BCADBDBCADDABAD-1	0.3855	-0.8203	0.7853
FoobarAB3_BazMoo_2DDCAABABCCBCABC-1	0.8713	-0.8788	0.8621
FoobarAB3_BazMoo_7DBADADDDDAAAABC-1	0.4976	-0.6458	0.9197
FoobarAB7_BazMoo_8BADABCDADCABAAA-1	0.1019	-0.6252	0.2954
FoobarAB6_BazMoo_5ACBBBBCCCBCDBAD-1	0.3377	-0.4193	0.6873
FoobarAB1_BazMoo_1BABADCBDCCBBBCB-1	0.5507	-0.6226	0.7947
FoobarAB8_BazMoo_3ACBAABDBCACDCBB-1	0.4974	-0.2974	0.8577
FoobarAB8_BazMoo_5DDDDDCDABDABACD-1	0.8076	-0.2952	0.8433
FoobarAB4_BazMoo_3DDAADBAADBBDCBB-1	0.9372	-0.6063	0.0385
FoobarAB3_BazMoo_1CABDCBCADABCAAA-1	0.3522	-0.8715	0.4696
FoobarAB5_BazMoo_7AACDBBABACABACB-1	0.2525	-0.7956	0.8133
FoobarAB4_BazMoo_2DCCDCCBCACCCCAD-1	0.3647	-0.8953	0.3381
FoobarAB2_BazMoo_4BAAABCCCDCCABCD-1	0.9386	-0.4409	0.4943
FoobarAB7_BazMoo_4AABABBDCABACABD-1	0.9797	-0.187	0.281
FoobarAB6_BazMoo_1AABDDDAABABCACC-1	0.1906	-0.2739	0.3441
FoobarAB1_BazMoo_7DAAACDDCDCADACB-1	0.0092	-0.3295	0.074
FoobarAB2_BazMoo_4BAADCBACAABCBDA-1	0.1465	-0.7278	0.9253
FoobarAB4_BazMoo_6ADDBBCDDDBCACAB-1	0.3268	-0.7799	0.8513
FoobarAB5_BazMoo_6BCBAADCBCCDACCB-1	0.1835	-0.9527	0.567
FoobarAB8_BazMoo_1BCDBBCBCDBDDBBC-1	0.5327	-0.6812	0.7334
FoobarAB5_BazMoo_7AABADADCABDAAAA-1	0.8879	-0.8429	0.2634
FoobarAB2_BazMoo_5BDCDCADADDBACAC-1	0.0249	-0.6883	0.3307
FoobarAB8_BazMoo_4ABCABBACCAACAAA-1	0.4934	-0.1114	0.4469
FoobarAB2_BazMoo_2AAAACDBBBDACDCC-1	0.4984	-0.3264	0.5058
FoobarAB3_BazMoo_1CADABBDDCCDADCA-1	0.2651	-0.7185	0.056
FoobarAB1_BazMoo_8BDACACCCBDCBABD-1	0.4251	-0.1804	0.0158
FoobarAB7_BazMoo_1DBCDBDBCDBBDCDB-1	0.8808	-0.7697	0.5308
FoobarAB1_BazMoo_3BCCBCDABDCACCBC-1	0.5779	-0.4081	0.3839
FoobarAB1_BazMoo_7BACBDCCACBACADD-1	0.5475	-0.3062	0.7149
FoobarAB3_BazMoo_4CCCBABDBBCDCDCC-1	0.951	-0.2685	0.7418
FoobarAB8_BazMoo_6AABDCBDDDDDCCDC-1	0.6411	-0.0965	0.2622
FoobarAB4_BazMoo_2ABADCACBBCCCCDC-1	0.4629	-0.4729	0.6185
FoobarAB2_BazMoo_1ADBACABBBBACACC-1	0.8806	-0.4491	0.5666
FoobarAB1_BazMoo_8DBBACACBAABCDBA-1	0.8407	-0.7662	0.5544
FoobarAB4_BazMoo_4CBBBBACDACCDABD-1	0.1662	-0.2452	0.512
FoobarAB7_BazMoo_2ADACBCBBCBBDCAB-1	0.7371	-0.4285	0.432
FoobarAB3_BazMoo_8DDBDACABDCBBAAC-1	0.7896	-0.6658	0.9622
FoobarAB5_BazMoo_2ACACCCDABBBCBCA-1	0.886	-0.943	0.0737
FoobarAB2_BazMoo_3ADBBCBBDCDBBBDC-1	0.6682	-0.1847	0.1395
FoobarAB6_BazMoo_3DAACDCBAACBDBCA-1	0.8025	-0.104	0.1291
FoobarAB1_BazMoo_5CCBBCCDDACDDCBC-1	0.7231	-0.1075	0.6896
FoobarAB8_BazMoo_5CAABBBBCCBCCBBB-1	0.5447	-0.6667	0.4072
FoobarAB1_BazMoo_8AACCCBBDCCCBACB-1	0.8309	-0.03	0.8533
FoobarAB1_BazMoo_4ADCBCABBBDDDBCC-1	0.8158	-0.0981	0.8578
FoobarAB1_BazMoo_3BBDCCDADBACCABC-1	0.4802	-0.5859	0.4415
FoobarAB4_BazMoo_4AADDAABADCACDBA-1	0.4786	-0.4193	0.1761
FoobarAB2_BazMoo_6BCDCBADDBAABAAD-1	0.1377	-0.6274	0.3866
FoobarAB8_BazMoo_1DBACDCCBCBCBDCD-1	0.2507	-0.6095	0.6864
FoobarAB2_BazMoo_7DBCCDCDCCAABACC-1	0.3154	-0.2869	0.8251
FoobarAB3_BazMoo_5CBBBCCABDBAABDA-1	0.0179	-0.3181	0.8785
FoobarAB6_BazMoo_6CAAADDBBBCBABCB-1	0.0321	-0.705	0.9298
FoobarAB1_BazMoo_7CCADDCDBBADACAB-1	0.4133	-0.651	0.2845
FoobarAB4_BazMoo_7CACBAABCDDAAACC-1	0.5301	-0.2356	0.7017
FoobarAB6_BazMoo_6DADDDCBACDBCBAA-1	0.7348	-0.1298	0.7408
FoobarAB6_BazMoo_8BAAACAACADCDBCD-1	0.074	-0.6759	0.5678
FoobarAB3_BazMoo_1AACABAACADCDCBC-1	0.2567	-0.8035	0.5921
FoobarAB4_BazMoo_3CCCCBCCABABADAD-1	0.306	-0.2762	0.9995
FoobarAB8_BazMoo_6AACCAADDCCCAABA-1	0.7706	-0.3304	0.7987
FoobarAB8_BazMoo_7CDBABACDDDAADBC-1	0.1469	-0.9521	0.0008
FoobarAB4_BazMoo_4CBDCBDCCDBCBADB-1	0.3882	-0.7546	0.8694
FoobarAB6_BazMoo_6CBDBDBCCCBBDADC-1	0.8696	-0.4191	0.3986
FoobarAB3_BazMoo_4ACCDDCCCCDDDDCD-1	0.2694	-0.7791	0.4792
FoobarAB4_BazMoo_8AADABCACAADBCDB-1	0.9398	-0.8695	0.9595
FoobarAB2_BazMoo_6CAAAABABCACABDA-1	0.4528	-0.8021	0.7649
FoobarAB3_BazMoo_3DDBACCBABCDACAD-1	0.266	-0.3943	0.6966
FoobarAB4_BazMoo_2CADCBBBDBCAADBC-1	0.1253	-0.218	0.2203
FoobarAB2_BazMoo_4DDBCDBBACDBDCAB-1	0.6343	-0.4032	0.7223
FoobarAB3_BazMoo_2BCDCABBCDBDDDDC-1	0.7063	-0.8623	0.5695
FoobarAB4_BazMoo_3DADAACDCCDABDDC-1	0.0052	-0.6206	0.2128
FoobarAB3_BazMoo_2DADDBCDCABCCBAB-1	0.7149	-0.4353	0.5296
FoobarAB6_BazMoo_4BCBCABBBBBDACDA-1	0.3591	-0.6172	0.9702
FoobarAB2_BazMoo_5ACDBAADDDAACDAA-1	0.6863	-0.7445	0.4627
FoobarAB8_BazMoo_6CCAABDADBADCCDB-1	0.5165	-0.0908	0.0456
FoobarAB5_BazMoo_5ADDBCDADBCCCADA-1	0.7202	-0.471	0.7018
FoobarAB7_BazMoo_4BBBADBCBDCBBBBC-1	0.2116	-0.1498	0.5054
FoobarAB5_BazMoo_3ACCACDADCDBDADA-1	0.5732	-0.2471	0.6887
FoobarAB7_BazMoo_5BADADAACDDCCDCD-1	0.6238	-0.8013	0.8264
FoobarAB3_BazMoo_3BBDABDCABCABDDB-1	0.2501	-0.9321	0.9965
FoobarAB4_BazMoo_5BDBAADCAABADCBB-1	0.1225	-0.4811	0.2927
FoobarAB7_BazMoo_7DADCCCACCDBCDDC-1	0.088	-0.4969	0.9526
FoobarAB5_BazMoo_3DACBCCBCCABABAB-1	0.485	-0.9462	0.5526
FoobarAB2_BazMoo_6BAAABBBBADDBABC-1	0.7977	-0.2432	0.7093
FoobarAB8_BazMoo_6CDACDDBCADCABAB-1	0.1035	-0.9747	0.9507
FoobarAB1_BazMoo_8BABADDCCDBABADA-1	0.7216	-0.4187	0.2301
FoobarAB3_BazMoo_1ADCCCCDBACAADDB-1	0.9328	-0.8201	0.584
FoobarAB7_BazMoo_2ACBAADACADDBBDA-1	0.859	-0.3802	0.185
FoobarAB7_BazMoo_8BADBBDABCBBCBBC-1	0.8801	-0.0542	0.3517
FoobarAB2_BazMoo_5CACBDBDBBDAAADA-1	0.2092	-0.6925	0.0738
FoobarAB4_BazMoo_3BBBADAABBADCCBC-1	0.2286	-0.6504	0.3035
FoobarAB5_BazMoo_2BDACACACCACBCCB-1	0.0362	-0.5574	0.8824
FoobarAB7_BazMoo_4DBCBAADBACDBBBA-1	0.4927	-0.929	0.1771
FoobarAB8_BazMoo_8BDAACAABACABBBA-1	0.0321	-0.0011	0.5725
FoobarAB5_BazMoo_2CDACBBABDCDAADA-1	0.7729	-0.2762	0.7866
FoobarAB6_BazMoo_7BBBAABBCDBAACBA-1	0.3974	-0.4389	0.8375
FoobarAB2_BazMoo_5CBDDDDDBBBBAABD-1	0.7288	-0.84	0.341
FoobarAB2_BazMoo_8BDCDBCDCCCADACD-1	0.3558	-0.482	0.9025
FoobarAB5_BazMoo_2BCDDADDBABABDAB-1	0.9254	-0.4129	0.9344
FoobarAB7_BazMoo_4DBCCCACABBBAAAA-1	0.181	-0.0683	0.3677
FoobarAB1_BazMoo_2AADBCBDBAAAACDC-1	0.9833	-0.5713	0.5053
FoobarAB6_BazMoo_2CDABDBACCBCACDD-1	0.2647	-0.3293	0.0513
FoobarAB5_BazMoo_5DBCACCDCAACDBAC-1	0.2628	-0.5021	0.8421
FoobarAB3_BazMoo_5BCABDBDBCBBBCAC-1	0.5643	-0.2597	0.3102
FoobarAB7_BazMoo_4CCABBBAADCCCCAC-1	0.6367	-0.1728	0.0945
FoobarAB2_BazMoo_3DCBACBBDCBDDCCB-1	0.0223	-0.4068	0.6118
FoobarAB3_BazMoo_7CCACBDBBCCCDDCA-1	0.4211	-0.0036	0.2336
FoobarAB2_BazMoo_6ADADCCDCBABBDBD-1	0.3232	-0.2811	0.8946
FoobarAB1_BazMoo_4ADBBBBBCCBBCCAB-1	0.1073	-0.7618	0.705
FoobarAB8_BazMoo_5DCBBBCCDCBCCDCA-1	0.4349	-0.1243	0.25
FoobarAB1_BazMoo_8CADBACABBADDCCC-1	0.3192	-0.1283	0.8787
FoobarAB2_BazMoo_5CDADDABCCBDADBB-1	0.429	-0.2633	0.4133
FoobarAB5_BazMoo_1ACCBCACCCCDACDB-1	0.5781	-0.9814	0.5508
FoobarAB4_BazMoo_6CDDDABDCDABBCBA-1	0.4538	-0.1456	0.0259
FoobarAB7_BazMoo_5CDDCAAAABAADAAB-1	0.5719	-0.8537	0.7656
FoobarAB6_BazMoo_5BCBDADBBDDABDAB-1	0.4432	-0.3127	0.8145
FoobarAB6_BazMoo_4ACBBACDBDCDDDCB-1	0.4501	-0.0906	0.4885
FoobarAB7_BazMoo_8CCCCADCABBBCBAC-1	0.9612	-0.6879	0.1773
FoobarAB1_BazMoo_7ABBCACCAACDADAB-1	0.056	-0.467	0.1175
FoobarAB5_BazMoo_4ACDDDACAABCCBCC-1	0.5745	-0.6872	0.3226
FoobarAB1_BazMoo_3BACCCCCABDABBDB-1	0.1015	-0.1191	0.528
FoobarAB3_BazMoo_2CAAABCBDBDABCDC-1	0.7734	-0.324	0.7137
