NAME	CLUSTER	SUBCLUSTER
FoobarAB4_BazMoo_6DADABCBADCBAADD-1	P	PPN
FoobarAB4_BazMoo_7CCAAAAABACDCBCC-1	P	PPN
FoobarAB8_BazMoo_3DCCBCDDBBBCACAD-1	P	PPN
FoobarAB5_BazMoo_2CABBCCBBDCDAADC-1	P	PPN
FoobarAB8_BazMoo_8BADDACABAABBDCC-1	P	PPN
FoobarAB2_BazMoo_2ADDABAAADDACBDD-1	P	PPN
FoobarAB8_BazMoo_3DDADCCDCABBBBDA-1	P	PPN
FoobarAB2_BazMoo_3BCBDDADDDACADCD-1	P	PPN
FoobarAB6_BazMoo_5BCCDBDBDABBDDAD-1	P	PPN
FoobarAB5_BazMoo_4ABDBCBCACDCBDAC-1	P	PPN
FoobarAB1_BazMoo_5DDACABABDCDDBAA-1	P	PPN
FoobarAB5_BazMoo_6BDDBCBCBBCCDACD-1	P	PPN
FoobarAB3_BazMoo_3DDBDDBAACDDBDCA-1	P	PPN
FoobarAB3_BazMoo_6ABAAADBDBCADDDB-1	P	PPN
FoobarAB7_BazMoo_5DADDCABCDBBBAAA-1	P	PPN
FoobarAB7_BazMoo_4CCDDBCACCABADBC-1	P	PPN
FoobarAB4_BazMoo_6CCBBDACDAACDAAB-1	P	PPN
FoobarAB1_BazMoo_4ADABBDCCDAAAAAA-1	P	PPN
FoobarAB1_BazMoo_7DDBCAAAABCCDCBC-1	P	PPN
FoobarAB4_BazMoo_1DBCAADDACBCABAC-1	P	PPN
FoobarAB7_BazMoo_3ACCDCDBDBADCDBD-1	P	PPN
FoobarAB8_BazMoo_5BCCBABCADBABDBD-1	P	PPN
FoobarAB5_BazMoo_4CABCBDDBCCCDCBB-1	P	PPN
FoobarAB4_BazMoo_8CBAADCDAAAABACC-1	P	PPN
FoobarAB4_BazMoo_7DABCBDABDACCBCD-1	P	PPN
FoobarAB5_BazMoo_7CAACCCDCCABADAD-1	P	PPN
FoobarAB3_BazMoo_6DBADADDCCCACBAC-1	P	PPN
FoobarAB4_BazMoo_5DADDAACDCBAAAAD-1	P	PPN
FoobarAB6_BazMoo_2BCACDCBDCDDBBBD-1	P	PPN
FoobarAB8_BazMoo_1ACDDBDADBAAADBD-1	P	PPN
FoobarAB1_BazMoo_2ABDBABCBADDDBCD-1	P	PPN
FoobarAB8_BazMoo_5ABCBDCCAACBDCBC-1	P	PPN
FoobarAB7_BazMoo_1ABBCDABBDDACDAD-1	P	PPN
FoobarAB4_BazMoo_8CBCDDBACDCACDBB-1	P	PPN
FoobarAB1_BazMoo_7CACCADBCADCDCBD-1	P	PPN
FoobarAB3_BazMoo_4ADBDDDCDDCBDBAB-1	P	PPN
FoobarAB1_BazMoo_2BCBACBBBDDDDDAA-1	P	PPN
FoobarAB5_BazMoo_2BCCADCCBACAACDD-1	P	PPN
FoobarAB6_BazMoo_1BDCBDAADBBCBACA-1	P	PPN
FoobarAB5_BazMoo_4CADCCDDABDACDAA-1	P	PPN
FoobarAB8_BazMoo_5BDADDACCDADCDBD-1	P	PPN
FoobarAB6_BazMoo_7BCACBCBCBCAAAAB-1	P	PNP
FoobarAB5_BazMoo_6DDDACBBBADBBDAD-1	P	PNP
FoobarAB8_BazMoo_4DBBBDAACABBCCBA-1	P	PNP
FoobarAB7_BazMoo_6ABBBCDCDAACCCCD-1	P	PNP
FoobarAB7_BazMoo_7DBCDCCAAACADCBC-1	P	PNP
FoobarAB3_BazMoo_1ACDBBBACDBBCDAB-1	P	PNP
FoobarAB1_BazMoo_7BCABDCBADACBBAD-1	P	PNP
FoobarAB5_BazMoo_2AAABDDADDCADCCD-1	P	PNP
FoobarAB3_BazMoo_4CADABDBBCABBDDD-1	P	PNP
FoobarAB5_BazMoo_3CCCCBADBBDBBDBB-1	P	PNP
FoobarAB2_BazMoo_3CBACCBDBBCADDBD-1	P	PNP
FoobarAB7_BazMoo_7CDDDDABDDBABABC-1	P	PNP
FoobarAB3_BazMoo_8DBABCBADACAAACC-1	P	PNP
FoobarAB3_BazMoo_6ABCCCDCCBBBCDDB-1	P	PNP
FoobarAB8_BazMoo_3BDBDABBBCADAAAB-1	P	PNP
FoobarAB1_BazMoo_2ADCCDBAACCDDDBD-1	P	PNP
FoobarAB3_BazMoo_3BBACABDBCCDADAA-1	P	PNP
FoobarAB2_BazMoo_1BCDDCDACAADCCAA-1	P	PNP
FoobarAB2_BazMoo_1BADCAABBAACDCAC-1	P	PNP
FoobarAB5_BazMoo_3BCBBBBAADBCBBAC-1	P	PNP
FoobarAB1_BazMoo_7CABCBAABDADCCCB-1	P	PNP
FoobarAB7_BazMoo_2DCADBDDBDDCDBDA-1	P	PNP
FoobarAB4_BazMoo_2DDDCCAADBADCDCC-1	P	PNP
FoobarAB6_BazMoo_8BABDCCDBCAACAAA-1	P	PNP
FoobarAB6_BazMoo_4BBBDDCDADAAADAD-1	P	PNP
FoobarAB7_BazMoo_5AAADBBBBDBDBBAA-1	P	PNP
FoobarAB4_BazMoo_7AAAACDDCCBCAAAD-1	P	PNP
FoobarAB5_BazMoo_5DBBCADCDDCDBADD-1	P	PNP
FoobarAB5_BazMoo_1AAABAABAACCACDA-1	P	PNP
FoobarAB6_BazMoo_4DCCDBADBCBBAACC-1	P	PNP
FoobarAB3_BazMoo_3ACDCDAAACCDBAAB-1	P	PNP
FoobarAB2_BazMoo_2DDDCDACBDCBBBCD-1	P	PNP
FoobarAB6_BazMoo_2BCCACBADCDDBCDC-1	P	PNP
FoobarAB5_BazMoo_8BDADBCDCBABDADA-1	P	PNP
FoobarAB4_BazMoo_7DCCCDDDADABAAAC-1	P	PNP
FoobarAB2_BazMoo_3CBADCDBDDCCBAAA-1	P	PNP
FoobarAB5_BazMoo_2ACDCBDBCBABDDAC-1	P	PNP
FoobarAB1_BazMoo_2BDACCADDDCDCBAB-1	P	PNP
FoobarAB1_BazMoo_4AADBBAADCADBBDA-1	P	PNP
FoobarAB7_BazMoo_6DCADBCBDACCCCDA-1	P	PNP
FoobarAB1_BazMoo_4BBADBCDBDCCACBC-1	P	PNP
FoobarAB7_BazMoo_6BCCDDAACCACABCB-1	P	PNP
FoobarAB5_BazMoo_3BDDBBDDBADBACDD-1	P	PNP
FoobarAB3_BazMoo_4ACBDCDBDACCCBAC-1	P	PNP
FoobarAB6_BazMoo_1CDCDBCDBDBBCCCB-1	P	PNP
FoobarAB3_BazMoo_2DCBDBBDBCCAACAD-1	P	PNP
FoobarAB2_BazMoo_3BDABBCDBDAABBBC-1	P	PNP
FoobarAB2_BazMoo_2CCDCACAACCBBABA-1	P	PNP
FoobarAB5_BazMoo_1ADACBBCDDCDCCBB-1	P	PNP
FoobarAB7_BazMoo_3BCAAAADDAADDCBD-1	P	PNP
FoobarAB8_BazMoo_1CAABDADDADABDDC-1	P	PNP
FoobarAB4_BazMoo_3ADDCACAADADDCAD-1	P	PNP
FoobarAB5_BazMoo_7CBABDBDCCBCCDAC-1	P	PNP
FoobarAB2_BazMoo_2CADCADDCDDABACD-1	P	PNP
FoobarAB6_BazMoo_5ACABABBBBACDCDA-1	P	PNP
FoobarAB6_BazMoo_5CCAADDADCABBDBA-1	P	PNP
FoobarAB1_BazMoo_1BACACBBCBBCBADC-1	P	PNP
FoobarAB6_BazMoo_5ADBABDBBABACCCC-1	P	PNP
FoobarAB1_BazMoo_7CBADABBCDBDDABC-1	P	PNP
FoobarAB2_BazMoo_8BDABDDABCCABADD-1	P	PNP
FoobarAB8_BazMoo_4DCBBDDDABBDDADD-1	P	PNP
FoobarAB4_BazMoo_6ADABDDCCBDACAAA-1	P	PNP
FoobarAB6_BazMoo_2BADBBDDCADABCCD-1	P	PNP
FoobarAB8_BazMoo_6AAACADBDBADDAAB-1	P	PNP
FoobarAB3_BazMoo_4DCDACCACBCBADDB-1	P	PNP
FoobarAB4_BazMoo_7ACBBBADCCDBCCDB-1	P	PNP
FoobarAB2_BazMoo_4DAADBDADDDADDDA-1	P	PNP
FoobarAB6_BazMoo_6ACDBBADCBAACADB-1	P	PNP
FoobarAB2_BazMoo_5DCCDDABDCADDBCC-1	P	PNP
FoobarAB5_BazMoo_7CDDADCCABDAAACD-1	P	PNP
FoobarAB8_BazMoo_2BBDDACDABADBBDD-1	P	PNP
FoobarAB2_BazMoo_8ACBCBBDAABBCACD-1	P	PNP
FoobarAB8_BazMoo_1DDACBBDCDDDBABD-1	P	PNP
FoobarAB4_BazMoo_8BCDDCADBDDCCBBA-1	P	PNP
FoobarAB7_BazMoo_1ACABADBCCCAACBA-1	P	PNP
FoobarAB8_BazMoo_2BBBACABBBAABBAA-1	P	PNP
FoobarAB4_BazMoo_6ADBDABABBDCCDCC-1	P	PNP
FoobarAB7_BazMoo_5ACACDCDCDBBCBCA-1	P	PNP
FoobarAB4_BazMoo_7DBDBCADBCACADBD-1	P	PNP
FoobarAB8_BazMoo_2CBAACBBCADADADB-1	P	PNP
FoobarAB8_BazMoo_1DCDCBAABBBAADBA-1	P	PNP
FoobarAB8_BazMoo_8CCAABADAABCDDDA-1	P	PNP
FoobarAB3_BazMoo_4ADDBAABCBDBBBDC-1	P	PNP
FoobarAB1_BazMoo_6BCADBDBCADDABAD-1	P	PNP
FoobarAB3_BazMoo_2DDCAABABCCBCABC-1	P	PNP
FoobarAB3_BazMoo_7DBADADDDDAAAABC-1	P	PNP
FoobarAB7_BazMoo_8BADABCDADCABAAA-1	P	PNP
FoobarAB6_BazMoo_5ACBBBBCCCBCDBAD-1	P	PNP
FoobarAB1_BazMoo_1BABADCBDCCBBBCB-1	P	PNP
FoobarAB8_BazMoo_3ACBAABDBCACDCBB-1	P	PNP
FoobarAB8_BazMoo_5DDDDDCDABDABACD-1	P	PNP
FoobarAB4_BazMoo_3DDAADBAADBBDCBB-1	P	PNP
FoobarAB3_BazMoo_1CABDCBCADABCAAA-1	P	PNP
FoobarAB5_BazMoo_7AACDBBABACABACB-1	P	PNP
FoobarAB4_BazMoo_2DCCDCCBCACCCCAD-1	P	PNP
FoobarAB2_BazMoo_4BAAABCCCDCCABCD-1	P	PNP
FoobarAB7_BazMoo_4AABABBDCABACABD-1	P	PNP
FoobarAB6_BazMoo_1AABDDDAABABCACC-1	P	PNP
FoobarAB1_BazMoo_7DAAACDDCDCADACB-1	P	PNP
FoobarAB2_BazMoo_4BAADCBACAABCBDA-1	P	PNP
FoobarAB4_BazMoo_6ADDBBCDDDBCACAB-1	P	PNP
FoobarAB5_BazMoo_6BCBAADCBCCDACCB-1	P	PNP
FoobarAB8_BazMoo_1BCDBBCBCDBDDBBC-1	P	PNP
FoobarAB5_BazMoo_7AABADADCABDAAAA-1	P	PNP
FoobarAB2_BazMoo_5BDCDCADADDBACAC-1	P	PNP
FoobarAB8_BazMoo_4ABCABBACCAACAAA-1	P	PNP
FoobarAB2_BazMoo_2AAAACDBBBDACDCC-1	P	PNP
FoobarAB3_BazMoo_1CADABBDDCCDADCA-1	P	PNP
FoobarAB1_BazMoo_8BDACACCCBDCBABD-1	P	PNP
FoobarAB7_BazMoo_1DBCDBDBCDBBDCDB-1	P	PNP
FoobarAB1_BazMoo_3BCCBCDABDCACCBC-1	P	PNP
FoobarAB1_BazMoo_7BACBDCCACBACADD-1	P	PNP
FoobarAB3_BazMoo_4CCCBABDBBCDCDCC-1	P	PNP
FoobarAB8_BazMoo_6AABDCBDDDDDCCDC-1	P	PNP
FoobarAB4_BazMoo_2ABADCACBBCCCCDC-1	P	PNP
FoobarAB2_BazMoo_1ADBACABBBBACACC-1	P	PNP
FoobarAB1_BazMoo_8DBBACACBAABCDBA-1	P	PNP
FoobarAB4_BazMoo_4CBBBBACDACCDABD-1	P	PNP
FoobarAB7_BazMoo_2ADACBCBBCBBDCAB-1	P	PNP
FoobarAB3_BazMoo_8DDBDACABDCBBAAC-1	P	PNP
FoobarAB5_BazMoo_2ACACCCDABBBCBCA-1	P	PNP
FoobarAB2_BazMoo_3ADBBCBBDCDBBBDC-1	P	PNP
FoobarAB6_BazMoo_3DAACDCBAACBDBCA-1	P	PNP
FoobarAB1_BazMoo_5CCBBCCDDACDDCBC-1	P	PNP
FoobarAB8_BazMoo_5CAABBBBCCBCCBBB-1	P	PNP
FoobarAB1_BazMoo_8AACCCBBDCCCBACB-1	P	PNP
FoobarAB1_BazMoo_4ADCBCABBBDDDBCC-1	P	PNP
FoobarAB1_BazMoo_3BBDCCDADBACCABC-1	P	PNP
FoobarAB4_BazMoo_4AADDAABADCACDBA-1	P	PNP
FoobarAB2_BazMoo_6BCDCBADDBAABAAD-1	P	PNP
FoobarAB8_BazMoo_1DBACDCCBCBCBDCD-1	P	PNP
FoobarAB2_BazMoo_7DBCCDCDCCAABACC-1	P	PNP
FoobarAB3_BazMoo_5CBBBCCABDBAABDA-1	P	PNP
FoobarAB6_BazMoo_6CAAADDBBBCBABCB-1	P	PNP
FoobarAB1_BazMoo_7CCADDCDBBADACAB-1	P	PNP
FoobarAB4_BazMoo_7CACBAABCDDAAACC-1	P	PNP
FoobarAB6_BazMoo_6DADDDCBACDBCBAA-1	P	PNP
FoobarAB6_BazMoo_8BAAACAACADCDBCD-1	P	PNP
FoobarAB3_BazMoo_1AACABAACADCDCBC-1	P	PNP
FoobarAB4_BazMoo_3CCCCBCCABABADAD-1	P	PNP
FoobarAB8_BazMoo_6AACCAADDCCCAABA-1	P	PNP
FoobarAB8_BazMoo_7CDBABACDDDAADBC-1	P	PNP
FoobarAB4_BazMoo_4CBDCBDCCDBCBADB-1	P	PNP
FoobarAB6_BazMoo_6CBDBDBCCCBBDADC-1	P	PNP
FoobarAB3_BazMoo_4ACCDDCCCCDDDDCD-1	P	PNP
FoobarAB4_BazMoo_8AADABCACAADBCDB-1	P	PNP
FoobarAB2_BazMoo_6CAAAABABCACABDA-1	P	PNP
FoobarAB3_BazMoo_3DDBACCBABCDACAD-1	P	PNP
FoobarAB4_BazMoo_2CADCBBBDBCAADBC-1	P	PNP
FoobarAB2_BazMoo_4DDBCDBBACDBDCAB-1	P	PNP
FoobarAB3_BazMoo_2BCDCABBCDBDDDDC-1	P	PNP
FoobarAB4_BazMoo_3DADAACDCCDABDDC-1	P	PNP
FoobarAB3_BazMoo_2DADDBCDCABCCBAB-1	P	PNP
FoobarAB6_BazMoo_4BCBCABBBBBDACDA-1	P	PNP
FoobarAB2_BazMoo_5ACDBAADDDAACDAA-1	P	PNP
FoobarAB8_BazMoo_6CCAABDADBADCCDB-1	P	PNP
FoobarAB5_BazMoo_5ADDBCDADBCCCADA-1	P	PNP
FoobarAB7_BazMoo_4BBBADBCBDCBBBBC-1	P	PNP
FoobarAB5_BazMoo_3ACCACDADCDBDADA-1	P	PNP
FoobarAB7_BazMoo_5BADADAACDDCCDCD-1	P	PNP
FoobarAB3_BazMoo_3BBDABDCABCABDDB-1	P	PNP
FoobarAB4_BazMoo_5BDBAADCAABADCBB-1	P	PNP
FoobarAB7_BazMoo_7DADCCCACCDBCDDC-1	P	PNP
FoobarAB5_BazMoo_3DACBCCBCCABABAB-1	P	PNP
FoobarAB2_BazMoo_6BAAABBBBADDBABC-1	P	PNP
FoobarAB8_BazMoo_6CDACDDBCADCABAB-1	P	PNP
FoobarAB1_BazMoo_8BABADDCCDBABADA-1	P	PNP
FoobarAB3_BazMoo_1ADCCCCDBACAADDB-1	P	PNP
FoobarAB7_BazMoo_2ACBAADACADDBBDA-1	P	PNP
FoobarAB7_BazMoo_8BADBBDABCBBCBBC-1	P	PNP
FoobarAB2_BazMoo_5CACBDBDBBDAAADA-1	P	PNP
FoobarAB4_BazMoo_3BBBADAABBADCCBC-1	P	PNP
FoobarAB5_BazMoo_2BDACACACCACBCCB-1	P	PNP
FoobarAB7_BazMoo_4DBCBAADBACDBBBA-1	P	PNP
FoobarAB8_BazMoo_8BDAACAABACABBBA-1	P	PNP
FoobarAB5_BazMoo_2CDACBBABDCDAADA-1	P	PNP
FoobarAB6_BazMoo_7BBBAABBCDBAACBA-1	P	PNP
FoobarAB2_BazMoo_5CBDDDDDBBBBAABD-1	P	PNP
FoobarAB2_BazMoo_8BDCDBCDCCCADACD-1	P	PNP
FoobarAB5_BazMoo_2BCDDADDBABABDAB-1	P	PNP
FoobarAB7_BazMoo_4DBCCCACABBBAAAA-1	P	PNP
FoobarAB1_BazMoo_2AADBCBDBAAAACDC-1	P	PNP
FoobarAB6_BazMoo_2CDABDBACCBCACDD-1	P	PNP
FoobarAB5_BazMoo_5DBCACCDCAACDBAC-1	P	PNP
FoobarAB3_BazMoo_5BCABDBDBCBBBCAC-1	P	PNP
FoobarAB7_BazMoo_4CCABBBAADCCCCAC-1	P	PNP
FoobarAB2_BazMoo_3DCBACBBDCBDDCCB-1	P	PNP
FoobarAB3_BazMoo_7CCACBDBBCCCDDCA-1	P	PNP
FoobarAB2_BazMoo_6ADADCCDCBABBDBD-1	P	PNP
FoobarAB1_BazMoo_4ADBBBBBCCBBCCAB-1	P	PNP
FoobarAB8_BazMoo_5DCBBBCCDCBCCDCA-1	P	PNP
FoobarAB1_BazMoo_8CADBACABBADDCCC-1	P	PNP
FoobarAB2_BazMoo_5CDADDABCCBDADBB-1	P	PNP
FoobarAB5_BazMoo_1ACCBCACCCCDACDB-1	P	PNP
FoobarAB4_BazMoo_6CDDDABDCDABBCBA-1	P	PNP
FoobarAB7_BazMoo_5CDDCAAAABAADAAB-1	P	PNP
FoobarAB6_BazMoo_5BCBDADBBDDABDAB-1	P	PNP
FoobarAB6_BazMoo_4ACBBACDBDCDDDCB-1	P	PNP
FoobarAB7_BazMoo_8CCCCADCABBBCBAC-1	P	PNP
FoobarAB1_BazMoo_7ABBCACCAACDADAB-1	P	PNP
FoobarAB5_BazMoo_4ACDDDACAABCCBCC-1	P	PNP
FoobarAB1_BazMoo_3BACCCCCABDABBDB-1	P	PNP
FoobarAB3_BazMoo_2CAAABCBDBDABCDC-1	P	PNP
FoobarAB2_BazMoo_8AABDABCACDADDAB-1	P	PNP
FoobarAB8_BazMoo_7BBBAACBCCCBCBCD-1	P	PNP
FoobarAB6_BazMoo_3AAADCDACBCADABC-1	P	PNP
FoobarAB5_BazMoo_4DDDBCBBABDDADAB-1	P	PNP
FoobarAB5_BazMoo_4DAABADACCBADDDC-1	P	PNP
FoobarAB5_BazMoo_7DACBACBDABDDCBB-1	P	PNP
FoobarAB5_BazMoo_6CCDADBABCDCDDBB-1	P	PNP
FoobarAB7_BazMoo_5DCBACBABBCCCCBD-1	P	PNP
FoobarAB2_BazMoo_2DCABCBBCCCADDBD-1	P	PNP
FoobarAB5_BazMoo_8DDCAADDCDBDBADB-1	P	PNP
FoobarAB2_BazMoo_5DCCADBCACABCBCA-1	P	PNP
FoobarAB8_BazMoo_5AACDDDAAACCDBDB-1	P	PNP
FoobarAB4_BazMoo_3BCDBDAADADBBCCA-1	P	PNP
FoobarAB7_BazMoo_1BDACDCBDDCABABD-1	P	PNP
FoobarAB8_BazMoo_4DCBCCAABBCBBDDB-1	P	PNP
FoobarAB8_BazMoo_8CDCACBCCDBDBDAC-1	P	PNP
FoobarAB5_BazMoo_2CDCAAABCDDDAABB-1	P	PNP
FoobarAB1_BazMoo_1AACDBCCCABCCBBB-1	P	PNP
FoobarAB4_BazMoo_5CADBABBDBDDBACA-1	P	PNP
FoobarAB8_BazMoo_2BCADDDABBDADABD-1	P	PNP
FoobarAB7_BazMoo_6AABDDCABDBCCAAA-1	P	PNP
FoobarAB1_BazMoo_3CBAADCACDDBACAA-1	P	PNP
FoobarAB4_BazMoo_3CCABAABDDADCBAA-1	P	PNP
FoobarAB3_BazMoo_8ACDAAAABCBDAAAC-1	P	PNP
FoobarAB1_BazMoo_3BCADAACDACACADD-1	P	PNP
FoobarAB6_BazMoo_2CBCAADDDCBACDAC-1	P	PNP
FoobarAB6_BazMoo_4DADACDBBAABBDCB-1	P	PNP
FoobarAB2_BazMoo_4DBDCDBCDDDADCDA-1	P	PNP
FoobarAB4_BazMoo_4BACABBDBDCADDDD-1	P	PNP
FoobarAB3_BazMoo_1BCDACDDDBCADABB-1	P	PNP
FoobarAB4_BazMoo_7CCADDDCBCDBDDAC-1	P	PNP
FoobarAB3_BazMoo_2DDCCDBCCACDBBDD-1	P	PNP
FoobarAB5_BazMoo_6CDBCCADBCCAACCB-1	P	PNP
FoobarAB2_BazMoo_8DDDADCDAACACAAC-1	P	PNP
FoobarAB6_BazMoo_4CBCABBADAACCABD-1	P	PNP
FoobarAB5_BazMoo_5CDAADCACABCCBDC-1	P	PNP
FoobarAB6_BazMoo_7CDCDBDCCCCBDDBB-1	P	PNP
FoobarAB3_BazMoo_6CBDBDBABBCBBCCB-1	P	PNP
FoobarAB6_BazMoo_7BDBAACDBBBBBBCD-1	P	PNP
FoobarAB2_BazMoo_7BDBADCDDCDBBAAD-1	P	PNP
FoobarAB3_BazMoo_4BCBCDBBDDADBBDA-1	P	PNP
FoobarAB6_BazMoo_4ADBDCADCBDDADBC-1	P	PNP
FoobarAB5_BazMoo_2DDCDDDCCBDDBABA-1	P	PNP
FoobarAB8_BazMoo_7DADBACACDAADCBC-1	P	PNP
FoobarAB2_BazMoo_7ADBADDBBCDCDBDB-1	P	PNP
FoobarAB4_BazMoo_1AACDBACBAADBACA-1	P	PNP
FoobarAB7_BazMoo_8ACCDDBCDDCADBDD-1	P	PNP
FoobarAB6_BazMoo_3ACBDCCBDCCBADDB-1	P	PNP
FoobarAB4_BazMoo_2DADAACBCABADADB-1	P	PNP
FoobarAB6_BazMoo_2BCCCCBACCCABCAD-1	P	PNP
FoobarAB5_BazMoo_7ABBBBABCCCAADDB-1	P	PNP
FoobarAB1_BazMoo_3BDDABDCDBCDBCCC-1	P	PNP
FoobarAB1_BazMoo_5CCCAADDCADADBBD-1	P	PNP
FoobarAB2_BazMoo_4DBCCDABBABDACAA-1	P	PNP
FoobarAB8_BazMoo_6CDAACDCACDCAADD-1	P	PNP
FoobarAB1_BazMoo_5BCDADACADDCBAAC-1	P	PNP
FoobarAB2_BazMoo_7DBBBCBCCBCCDAAB-1	P	PNP
FoobarAB2_BazMoo_6AACAAABBDBDCADA-1	P	PNP
FoobarAB3_BazMoo_6DDCDADAAADABCDC-1	P	PNP
FoobarAB2_BazMoo_6BDBBABCBBADADDC-1	P	PNP
FoobarAB6_BazMoo_8BADCCADDADBDADB-1	P	PNP
FoobarAB7_BazMoo_6AAAACADAACBCADB-1	P	PNP
FoobarAB1_BazMoo_3BBBBDDBBCDBBBBA-1	P	PNP
FoobarAB8_BazMoo_6DBCBDBBBBDDDACD-1	P	PNP
FoobarAB5_BazMoo_4DADAADBAAADCBDB-1	P	PNP
FoobarAB1_BazMoo_5CDBBDBDDCCBCBAA-1	P	PNP
FoobarAB3_BazMoo_7CCAACBDDBBDDDBA-1	P	PNP
FoobarAB5_BazMoo_6DDAAABDDBADBDBA-1	P	PNP
FoobarAB1_BazMoo_2AABACABAACDBCDA-1	P	PNP
FoobarAB2_BazMoo_7DACABCCACBCDCAD-1	P	PNP
FoobarAB3_BazMoo_7DABBDCACAADDAAC-1	P	PNP
FoobarAB8_BazMoo_7DDCCDABADBCABCA-1	P	PNP
FoobarAB7_BazMoo_5BCBBDACCBDBBCBB-1	P	PNP
FoobarAB4_BazMoo_7CAABDBCBBCBDBAA-1	P	PNP
FoobarAB1_BazMoo_7CBBDDBDCBBCBBDC-1	P	PNP
FoobarAB5_BazMoo_3DDDADDAACCDABAB-1	P	PNP
FoobarAB5_BazMoo_6DCDBBCDAAABBDCB-1	P	PNP
FoobarAB3_BazMoo_5CCDBCCCBCCDABBC-1	P	PNP
FoobarAB2_BazMoo_3DBADCADADADDACC-1	P	PNP
FoobarAB4_BazMoo_2BBADACADCDCBCAB-1	P	PNP
FoobarAB7_BazMoo_6BADCDACCBDBDCCD-1	P	PNP
FoobarAB7_BazMoo_5CBCAADBDDCDABBD-1	P	PNP
FoobarAB1_BazMoo_4BCCDCCCBDCDAADB-1	P	PNP
FoobarAB5_BazMoo_2AACDDADBAADCBBA-1	P	PNP
FoobarAB8_BazMoo_5CAACABDDCCBCAAD-1	P	PNP
FoobarAB4_BazMoo_6ABACDBDDCDBBACC-1	P	PNP
FoobarAB7_BazMoo_6ACDCCAAABBADDDD-1	P	PNP
FoobarAB4_BazMoo_5DADBDCBABADCCCC-1	P	PNP
FoobarAB3_BazMoo_6DBACCCBCACDDDDD-1	P	PNP
FoobarAB7_BazMoo_7CDCDADDBADCDBCC-1	P	PNP
FoobarAB8_BazMoo_2DBBDDCCACACBDBC-1	P	PNP
FoobarAB4_BazMoo_8BCAAADCDBDCDACD-1	P	PNP
FoobarAB4_BazMoo_4DCAACABAABBADAC-1	P	PNP
FoobarAB5_BazMoo_6DBCAABCBACBCDCD-1	P	PNP
FoobarAB8_BazMoo_4DCCABBDACBDBBAB-1	P	PNP
FoobarAB8_BazMoo_2BAAABABABBCBCBA-1	P	PNP
FoobarAB4_BazMoo_5ADACBCCBADBCBDC-1	P	PNP
FoobarAB3_BazMoo_4DAACDDCACAABDAA-1	P	PNP
FoobarAB2_BazMoo_4BDCAABBCAADACDD-1	P	PNP
FoobarAB4_BazMoo_7DACBABCDDDBBDAC-1	P	PNP
FoobarAB1_BazMoo_2CBCCCCDACBBADDA-1	P	PNP
FoobarAB8_BazMoo_2ACACCDDAADCDDDA-1	P	PNP
FoobarAB2_BazMoo_6DBDBBDCAABACCBC-1	P	PNP
FoobarAB1_BazMoo_8CCAAADCCBCDDBDD-1	P	PNP
FoobarAB6_BazMoo_7DDADBADDADAAABB-1	P	PNP
FoobarAB2_BazMoo_2BDBBBADADDDCBDB-1	P	PNP
FoobarAB7_BazMoo_4ADBDCCABDDCDBAA-1	P	PNP
FoobarAB5_BazMoo_7DBDCDDACCCADAAC-1	P	PNP
FoobarAB2_BazMoo_5ACDABCADDACDAAD-1	P	PNP
FoobarAB8_BazMoo_7BDACBDCBBCACCBD-1	P	PNP
FoobarAB7_BazMoo_4CCCDADBBDBDCABB-1	P	PNP
FoobarAB1_BazMoo_2BBAABCCCCBDCADD-1	P	PNP
FoobarAB7_BazMoo_1BDDABCACCBBADCC-1	P	PNP
FoobarAB1_BazMoo_1CCDDAADDADCACAB-1	P	PNP
FoobarAB8_BazMoo_7CDDBAABDDDDDBCB-1	P	PNP
FoobarAB8_BazMoo_4AABDABCBBBCBCDD-1	P	PNP
FoobarAB2_BazMoo_4BBBADDCCCACBDBD-1	P	PNP
FoobarAB1_BazMoo_1BBACCAACCCBACBD-1	P	PNP
FoobarAB4_BazMoo_4DDBBACCBCAADDAA-1	P	PNP
FoobarAB2_BazMoo_6DCDDCBBCBDADDCB-1	P	PNP
FoobarAB1_BazMoo_4ABBBBDDABBBDADA-1	P	PNP
FoobarAB2_BazMoo_8ADBCBBAABBAACCA-1	P	PNP
FoobarAB4_BazMoo_6ABABADCCDDACBBD-1	P	PNP
FoobarAB5_BazMoo_5DCCDDDCBBBACCAD-1	P	PNP
FoobarAB7_BazMoo_6DCDCABDADBCBCDC-1	P	PNP
FoobarAB2_BazMoo_5DDBDCBBCCACCCCD-1	P	PNP
FoobarAB6_BazMoo_8CDCCBCBDBDBABCB-1	P	PNP
FoobarAB3_BazMoo_7DBABDADBBBDCBBD-1	P	PNP
FoobarAB2_BazMoo_3CDDDCCBBCCBADDA-1	P	PNP
FoobarAB4_BazMoo_8BCCBCABADBAADDC-1	P	PNP
FoobarAB1_BazMoo_4CCACAAADABBDBDA-1	P	PNP
FoobarAB7_BazMoo_2DACBCBDDCACABCC-1	P	PNP
FoobarAB6_BazMoo_2DAAADDBDBDACAAA-1	P	PNP
FoobarAB6_BazMoo_4CDDBADCCAAAADBD-1	P	PNP
FoobarAB3_BazMoo_5ACACDDCDCBCCCDB-1	P	PNP
FoobarAB7_BazMoo_3ACDCBACBCACCAAC-1	P	PNP
