NAME	X	Y
FoobarAB1_BazMoo_1AACBCDDADCCCCDA-1	0.5116	0.5337
FoobarAB7_BazMoo_5BCACDBDDACBACAC-1	0.6481	0.6184
FoobarAB7_BazMoo_7CABAABBADAAADBA-1	0.4384	0.1791
FoobarAB4_BazMoo_8AACBBDDCABCCCBB-1	0.9589	0.8033
FoobarAB3_BazMoo_3CDADADBCCACDDDC-1	0.4083	0.5023
FoobarAB6_BazMoo_5DDDDAADCDCDBCBC-1	0.5906	0.8724
FoobarAB4_BazMoo_2BCACCCAADAABACA-1	0.1206	0.2556
FoobarAB5_BazMoo_6ACDCADBCDCCDCCB-1	0.7359	0.6185
FoobarAB8_BazMoo_5BAACDCBADCAAACD-1	0.3613	0.6112
FoobarAB2_BazMoo_4BCCDCCADBBACBBB-1	0.715	0.042
FoobarAB8_BazMoo_7CCCCDDADCCCADAC-1	0.3519	0.5947
FoobarAB7_BazMoo_7CAAAACABDBDCADA-1	0.9445	0.4726
FoobarAB8_BazMoo_1BAACADABDBACBDB-1	0.7024	0.3372
FoobarAB8_BazMoo_1DBABAACDCCABABD-1	0.7243	0.4146
FoobarAB6_BazMoo_2BCBBACCCBCACBCC-1	0.2068	0.2566
FoobarAB6_BazMoo_2DBBDCCAAACABCDA-1	0.963	0.5047
FoobarAB3_BazMoo_5DACBDBDADACAACA-1	0.0395	0.4422
FoobarAB3_BazMoo_8BACBBBDBBCCDBAD-1	0.7431	0.0876
FoobarAB1_BazMoo_7BBDDACDCABBCDAA-1	0.9967	0.5118
FoobarAB1_BazMoo_1BAACBBADABCBBCD-1	0.7828	0.3197
FoobarAB4_BazMoo_1ACBCBBCBBBCDCDB-1	0.0435	0.0082
FoobarAB7_BazMoo_4ADCDDCBCCBABAAD-1	0.7766	0.4541
FoobarAB4_BazMoo_3CDCCAADCBCBDCAB-1	0.9786	0.4369
FoobarAB1_BazMoo_4ADDCDCBCADDACBA-1	0.9685	0.6264
FoobarAB5_BazMoo_6CBDBCCBDAACACAA-1	0.312	0.8503
FoobarAB2_BazMoo_2AADACCBACBACDDB-1	0.561	0.2342
FoobarAB8_BazMoo_2CBDCACAACDAADBD-1	0.6309	0.5725
FoobarAB4_BazMoo_8ABDABDBBACCBDBA-1	0.3234	0.6613
FoobarAB1_BazMoo_4CADBBDACDDDADCD-1	0.8626	0.0743
FoobarAB1_BazMoo_5CADABDABCADABBC-1	0.9441	0.8299
FoobarAB5_BazMoo_1CCCCABACDCBABDC-1	0.9574	0.828
FoobarAB5_BazMoo_7DCDBBDACCCBDDDD-1	0.7553	0.4888
FoobarAB6_BazMoo_8BABBDDCAADBAACA-1	0.7869	0.1711
FoobarAB8_BazMoo_2BDDCBAABCDBDADA-1	0.7434	0.1537
FoobarAB5_BazMoo_3BABDBBBDCCAABBD-1	0.2692	0.5923
FoobarAB4_BazMoo_6ABCBACADACBBABB-1	0.0885	0.7702
FoobarAB2_BazMoo_3CCBADCBDCADAACB-1	0.784	0.3934
FoobarAB2_BazMoo_2AACDBACCABBDDAD-1	0.0374	0.8945
FoobarAB7_BazMoo_6ADBBABDADABADDB-1	0.7116	0.8189
FoobarAB4_BazMoo_7BAACDDBACAACDCC-1	0.9865	0.5057
FoobarAB6_BazMoo_6BCCCBDDCADBAABA-1	0.8426	0.4589
FoobarAB5_BazMoo_8DBADDCCADDAADDD-1	0.596	0.2721
FoobarAB5_BazMoo_8ACBCCCADCCDDBCD-1	0.5274	0.7647
FoobarAB1_BazMoo_3BDADDDCDBDCDDBD-1	0.113	0.861
FoobarAB7_BazMoo_7BBAABDBDBDBCDDB-1	0.6013	0.9904
FoobarAB5_BazMoo_6DBBCBDADDCDCCAA-1	0.7282	0.8269
FoobarAB6_BazMoo_2CDDCABDAABBBCCA-1	0.6569	0.2652
FoobarAB5_BazMoo_3BCAAAABCDDACCAA-1	0.6725	0.691
FoobarAB8_BazMoo_6BADDDCBAADADDBD-1	0.1825	0.1398
FoobarAB7_BazMoo_5BDDADCBBBABBCDA-1	0.5009	0.5431
FoobarAB1_BazMoo_5ABBCABBBBDCCBDB-1	0.1704	0.4728
FoobarAB7_BazMoo_7ABDACDACAACDBAA-1	0.4717	0.8938
FoobarAB1_BazMoo_4DACABDCBBAAACDB-1	0.1647	0.8823
FoobarAB6_BazMoo_3BCABADBBCDAAACB-1	0.8545	0.6142
FoobarAB8_BazMoo_3CABAACDDADDADDC-1	0.6644	0.0721
FoobarAB5_BazMoo_5ACADCAACAADCDDD-1	0.4207	0.38
FoobarAB4_BazMoo_6DADDDDCCCBDACAA-1	0.4903	0.9302
FoobarAB6_BazMoo_5DBDDCBBABADCCCC-1	0.1969	0.5962
FoobarAB7_BazMoo_7DAACDCBDCAABCDA-1	0.3749	0.0096
FoobarAB6_BazMoo_3DBADCCBDCBDCBBA-1	0.2133	0.8602
FoobarAB2_BazMoo_3BDADDAADBBAAABC-1	0.9229	0.2235
FoobarAB4_BazMoo_3ACBDADBDCDCDAAA-1	0.5939	0.752
FoobarAB8_BazMoo_6ADCCDCCACCBBBCA-1	0.4957	0.1564
FoobarAB4_BazMoo_1ACBACBADAACBADA-1	0.6524	0.3376
FoobarAB5_BazMoo_4CDADABDBDDAAAAB-1	0.1543	0.875
FoobarAB7_BazMoo_6DCBDDBBCDCCDAAA-1	0.7209	0.3527
FoobarAB4_BazMoo_1BAADBDBAACBCCCB-1	0.3459	0.7947
FoobarAB2_BazMoo_4CDDDACDADDACABC-1	0.3725	0.66
FoobarAB3_BazMoo_1DCCCABBDABDDCAA-1	0.4743	0.6948
FoobarAB2_BazMoo_7DCDBABBBACADCBA-1	0.98	0.476
FoobarAB3_BazMoo_6DDADBBABABBBCAC-1	0.0599	0.3683
FoobarAB6_BazMoo_3AABABAACDCCACCB-1	0.4417	0.2805
FoobarAB7_BazMoo_1ABDACACBDBABDDC-1	0.7538	0.02
FoobarAB6_BazMoo_7BCDDDCDCCBDAACD-1	0.6364	0.0063
FoobarAB4_BazMoo_4ACBADDDBCAABBAA-1	0.3073	0.0787
FoobarAB4_BazMoo_7ADBBCDCCCDCBCCA-1	0.6832	0.5819
FoobarAB8_BazMoo_4CDAAAADDDABBADC-1	0.623	0.1739
FoobarAB2_BazMoo_8DADACBCCBACCDAD-1	0.0746	0.6221
FoobarAB6_BazMoo_4ADDADBBBABDBBAB-1	0.7549	0.1308
FoobarAB2_BazMoo_2CDCBCBACCDBCBBB-1	0.9988	0.4975
FoobarAB7_BazMoo_5DAABACAABDCCCBD-1	0.4653	0.0655
FoobarAB7_BazMoo_1AABBCBBBBACABDD-1	0.7208	0.4491
FoobarAB3_BazMoo_5CCCACBADBAADBBD-1	0.7635	0.3666
FoobarAB2_BazMoo_4BDDCDCBADABBCAC-1	0.3543	0.907
FoobarAB4_BazMoo_3ACAADADACDBBBAA-1	0.5676	0.9058
FoobarAB1_BazMoo_1BABBBDBCBAACCAD-1	0.9129	0.7743
FoobarAB1_BazMoo_5DCDCDCCBCCCDDAA-1	0.6616	0.7008
FoobarAB3_BazMoo_4ADDBCACADBDDAAB-1	0.3452	0.789
FoobarAB6_BazMoo_4BACBBBDBBDCCCDA-1	0.272	0.6341
FoobarAB2_BazMoo_7BACCBDDBBCBCDAB-1	0.1526	0.4812
FoobarAB5_BazMoo_1ACDDBBDCCDABBCA-1	0.6966	0.1957
FoobarAB7_BazMoo_7CAACCDDCDABAAAC-1	0.1819	0.0078
FoobarAB7_BazMoo_3DBBBCBDCDBDDCAC-1	0.9182	0.3018
FoobarAB6_BazMoo_1DADBDDAADCADDBD-1	0.2724	0.2425
FoobarAB7_BazMoo_8CCCBDBBAABBCDBB-1	0.2159	0.7983
FoobarAB7_BazMoo_6DCBDCDCADDBDCBC-1	0.9107	0.787
FoobarAB2_BazMoo_3ABDCCDCAAABDDCB-1	0.1099	0.7378
FoobarAB1_BazMoo_7ABABABCBBBDBACD-1	0.964	0.9637
FoobarAB8_BazMoo_3ACCADCCCDDBADCB-1	0.6361	0.0624
FoobarAB8_BazMoo_2DABADDBADCBBDAA-1	0.0698	0.2091
FoobarAB2_BazMoo_2CCACABBDAACAADD-1	0.3018	0.0018
FoobarAB8_BazMoo_7CDCCBDDCDDACDDD-1	0.4065	0.9106
FoobarAB1_BazMoo_2DADCCCBACADCDCD-1	0.3276	0.3538
FoobarAB2_BazMoo_4ACACDDDBDCBBBBD-1	0.1774	0.4714
FoobarAB7_BazMoo_1BCCAAACBCCABAAA-1	0.9188	0.8117
FoobarAB1_BazMoo_8AADDACCCCBDAACC-1	0.285	0.1841
FoobarAB7_BazMoo_2BBCDBCAAADDBBBA-1	0.785	0.3656
FoobarAB8_BazMoo_6CCBBDABBBBDABDA-1	0.2026	0.0247
FoobarAB2_BazMoo_4BCAACBCBAACBDCB-1	0.1091	0.7125
FoobarAB5_BazMoo_7CAACCBBABDCCBCB-1	0.7246	0.529
FoobarAB6_BazMoo_6CDDDACDCDAABBCD-1	0.3529	0.887
FoobarAB8_BazMoo_8BBBCDBADAAADCAB-1	0.3028	0.5052
FoobarAB1_BazMoo_4DDAADDDCCDCADBD-1	0.4421	0.0709
FoobarAB7_BazMoo_8AADDBCCDDADBBAA-1	0.6489	0.57
FoobarAB6_BazMoo_3ADDADCCCCDBCACD-1	0.7235	0.9998
FoobarAB7_BazMoo_2BBCDDAAABDCBCBD-1	0.7415	0.5736
FoobarAB2_BazMoo_8CDBDBDBDACDADCB-1	0.63	0.547
FoobarAB4_BazMoo_7DBBADCDCDADDCDC-1	0.5921	0.3769
FoobarAB6_BazMoo_3DCAABBADABCABAA-1	0.643	0.9388
FoobarAB7_BazMoo_2ABDAABDDCCBCCDA-1	0.872	0.4071
FoobarAB4_BazMoo_6CBACCABDABBBCCD-1	0.4234	0.6536
FoobarAB4_BazMoo_8ADACACCADDBAADD-1	0.0503	0.0082
FoobarAB4_BazMoo_7CAAABBDACDCBACB-1	0.2554	0.624
FoobarAB4_BazMoo_5CABCCCBADBDBCCD-1	0.3184	0.0908
FoobarAB8_BazMoo_1BCBDBDACCCDADAD-1	0.4808	0.308
FoobarAB2_BazMoo_1DBCACDDCDCDBBDD-1	0.4942	0.9846
FoobarAB1_BazMoo_5BAACACBDDACDDAA-1	0.2582	0.1476
FoobarAB1_BazMoo_3CBDBBDCCDCCBACD-1	0.2923	0.9265
FoobarAB2_BazMoo_1AACBCCBCABBDAAA-1	0.5319	0.6113
FoobarAB1_BazMoo_1BCCCCAACAACADDA-1	0.0288	0.3196
FoobarAB5_BazMoo_4DAABCDCBDBCDACB-1	0.7936	0.0371
FoobarAB8_BazMoo_2BDDBDAABADDBCCB-1	0.7469	0.8786
FoobarAB1_BazMoo_2DADCCDCBADBBCBA-1	0.1298	0.4233
FoobarAB6_BazMoo_3CABABDBBBDDDDDB-1	0.9915	0.1882
FoobarAB1_BazMoo_7BBCCACCADDBCBDD-1	0.5062	0.7607
FoobarAB5_BazMoo_3CCABDDCCBDCAABD-1	0.6932	0.1436
FoobarAB1_BazMoo_3ACCADCDCABBBDBB-1	0.9612	0.9513
FoobarAB7_BazMoo_4BDBCADADCDDADAD-1	0.2008	0.6875
FoobarAB6_BazMoo_8ACABCCBBBCDBACA-1	0.2951	0.6205
FoobarAB4_BazMoo_1DDDCACBBADCBBAA-1	0.5274	0.6814
FoobarAB8_BazMoo_2DCDACCDCBCADADD-1	0.1828	0.0819
FoobarAB3_BazMoo_5DDACADADDDABDBB-1	0.4325	0.7054
FoobarAB3_BazMoo_7CBBBBCCBBBBABBD-1	0.6092	0.4502
FoobarAB4_BazMoo_5DADADDDAAAADDCA-1	0.1048	0.5215
FoobarAB3_BazMoo_1CABCABCCCDDDCAD-1	0.6905	0.6037
FoobarAB2_BazMoo_4CADCCBDDAADDAAA-1	0.922	0.9471
FoobarAB3_BazMoo_5DACAAADCDAADBDD-1	0.4923	0.732
FoobarAB6_BazMoo_2ABADDBADDBAAABC-1	0.3357	0.1589
FoobarAB6_BazMoo_6ABDCAACBDACCCCC-1	0.4213	0.4769
FoobarAB2_BazMoo_5DDDCBDBBBCCCBDC-1	0.5494	0.1659
FoobarAB1_BazMoo_8ADCBACAAADACBBA-1	0.8917	0.8102
FoobarAB8_BazMoo_7BCDCCDABDDCCBAC-1	0.9526	0.2429
FoobarAB2_BazMoo_6CABABDBCABACCBD-1	0.2118	0.6927
FoobarAB1_BazMoo_4DBBBBAAAAADBBDA-1	0.19	0.4514
FoobarAB5_BazMoo_5AADADADDBCBDADA-1	0.5818	0.3977
FoobarAB6_BazMoo_3BCBBADBABBBDCAB-1	0.7201	0.1767
FoobarAB2_BazMoo_5BABCCDACDBDDDCD-1	0.2345	0.2344
FoobarAB4_BazMoo_2CBCDDBABBBCBCCB-1	0.4383	0.491
FoobarAB6_BazMoo_6ABCACBDDADCABBC-1	0.3219	0.0676
FoobarAB6_BazMoo_7DCBDCBBABAADBDB-1	0.7108	0.5971
FoobarAB4_BazMoo_4DDBAADBCACCBCDD-1	0.4466	0.7706
FoobarAB7_BazMoo_7BDDCBBAACCDDBDA-1	0.3786	0.3516
FoobarAB3_BazMoo_1ABAACABACBDADAB-1	0.312	0.6545
FoobarAB2_BazMoo_1ADBDBCAABDCABBC-1	0.3565	0.9431
FoobarAB1_BazMoo_4BACABACBDCBDDBA-1	0.1142	0.0757
FoobarAB1_BazMoo_6ABAACAADACCBADC-1	0.8969	0.6123
FoobarAB8_BazMoo_2AABCDDCBCABDBAB-1	0.4315	0.8554
FoobarAB2_BazMoo_6CDAABADDDBCCDCD-1	0.5237	0.5232
FoobarAB3_BazMoo_6BCBADCBBACCABCC-1	0.4845	0.9884
FoobarAB6_BazMoo_7CBDBCDAABDADAAC-1	0.5113	0.2191
FoobarAB1_BazMoo_3BDBDADDDABBAACD-1	0.5559	0.247
FoobarAB5_BazMoo_2DBDCCBDDDCCBACC-1	0.8069	0.0774
FoobarAB3_BazMoo_6CDAABADCBCADAAB-1	0.7434	0.372
FoobarAB5_BazMoo_7ADBDCBBBBDACBAB-1	0.9221	0.2741
FoobarAB4_BazMoo_5ACDBCDCBBADBCAD-1	0.1666	0.8629
FoobarAB7_BazMoo_6CDDDCBCACDAABBD-1	0.8626	0.1677
FoobarAB8_BazMoo_3ACACDDCCBBCDABD-1	0.0289	0.1056
FoobarAB8_BazMoo_6ACBDADCCDACCDBA-1	0.701	0.3343
FoobarAB8_BazMoo_3CDBCACBCBACBBAD-1	0.4284	0.1354
FoobarAB7_BazMoo_4BDBBBAAABCCDCCD-1	0.0323	0.7237
FoobarAB3_BazMoo_5DCCCDADADCBDBAD-1	0.0065	0.6775
FoobarAB2_BazMoo_2CCDADCBBACBADCC-1	0.523	0.2369
FoobarAB6_BazMoo_1BABBBCDABDCCBCA-1	0.8941	0.6615
FoobarAB6_BazMoo_5ACCABDAADDBDBDA-1	0.4866	0.0377
FoobarAB3_BazMoo_6DABCDCBBACACAAD-1	0.2446	0.6853
FoobarAB4_BazMoo_5BDCDDCBACADBCBD-1	0.1828	0.8965
FoobarAB7_BazMoo_2DBCCCCBDBCABCBD-1	0.7629	0.7774
FoobarAB2_BazMoo_6CAAADDDCACBCDDA-1	0.5539	0.1119
FoobarAB1_BazMoo_3CBCAAABCCDBCBAB-1	0.9922	0.7482
FoobarAB5_BazMoo_8CABABCABDBCBDAA-1	0.1416	0.6943
FoobarAB4_BazMoo_6ACDDDCBDDAABDAD-1	0.7996	0.2656
FoobarAB2_BazMoo_5BADDBCBACCCACBD-1	0.0911	0.2779
FoobarAB4_BazMoo_6DCACDCBDACACADD-1	0.7345	0.156
FoobarAB1_BazMoo_2CDBACCCAACBBDAB-1	0.463	0.385
FoobarAB3_BazMoo_8DDBACACCAACBCBC-1	0.8331	0.4019
FoobarAB4_BazMoo_2DCBBACBADBBDBDC-1	0.5826	0.4899
FoobarAB2_BazMoo_3ADABBCBBCABBAAB-1	0.5548	0.8239
FoobarAB8_BazMoo_3AACCABADDBBACCC-1	0.3166	0.2933
FoobarAB5_BazMoo_6CACCACADDBCDBDB-1	0.7701	0.8368
FoobarAB3_BazMoo_5BBADCCDCDBADACC-1	0.0991	0.6428
FoobarAB5_BazMoo_2CABCBDDDBCBCDAB-1	0.8509	0.6045
FoobarAB5_BazMoo_6AABBDADBBCBBDBB-1	0.08	0.6938
FoobarAB1_BazMoo_5BADBBCDBBCCDCCD-1	0.632	0.5724
FoobarAB6_BazMoo_8BAACACBADBCDDAB-1	0.1183	0.4547
FoobarAB8_BazMoo_8DDBDBBCAACAAABA-1	0.8195	0.5359
FoobarAB2_BazMoo_6BABCDCBBADDBADD-1	0.27	0.279
FoobarAB2_BazMoo_5DCBBABACDADDDBD-1	0.0026	0.1241
FoobarAB3_BazMoo_1ABABBDACADBAACB-1	0.0397	0.9227
FoobarAB5_BazMoo_4ADDDBCBCCBCDACA-1	0.4229	0.4171
FoobarAB8_BazMoo_8CDBACCBCCBBAACA-1	0.1433	0.5186
FoobarAB8_BazMoo_1DBBCCBBDCDBACCB-1	0.8475	0.1964
FoobarAB7_BazMoo_5DCADBCACDCBCCAA-1	0.5127	0.4992
FoobarAB8_BazMoo_2DDBDBAABACBADAA-1	0.6807	0.7457
FoobarAB6_BazMoo_5CAACACACADDAABA-1	0.3302	0.319
FoobarAB2_BazMoo_2BCABDCCBDBCDDAB-1	0.975	0.7938
FoobarAB4_BazMoo_7ADBACABCAACDBCA-1	0.9207	0.2433
FoobarAB1_BazMoo_2DBCCDBADBDCAABA-1	0.6458	0.4732
FoobarAB8_BazMoo_6CDDDBDDAACDADDA-1	0.0347	0.4627
FoobarAB7_BazMoo_4DDBDBACCBBDABAC-1	0.2199	0.8495
FoobarAB7_BazMoo_5ACCCDCBBBCAABDA-1	0.5649	0.9529
FoobarAB6_BazMoo_4BDDCCAACADADCCD-1	0.1884	0.5306
FoobarAB7_BazMoo_4CCDCBAAADDAADCA-1	0.1291	0.3896
FoobarAB8_BazMoo_8ABDCBCDBACCBBCC-1	0.2951	0.3804
FoobarAB8_BazMoo_5CBADBDDCDCBBCCC-1	0.088	0.8121
FoobarAB3_BazMoo_8DBBDCBBDAAAABDC-1	0.9844	0.9301
FoobarAB5_BazMoo_7BCADCDDDBCCDABC-1	0.4021	0.5157
FoobarAB8_BazMoo_6CDCDDCCDBBBACAD-1	0.7824	0.0711
FoobarAB7_BazMoo_7BACCDCBABADCBDC-1	0.8196	0.8438
FoobarAB8_BazMoo_2BAADCADDACBBDDD-1	0.5087	0.1917
FoobarAB8_BazMoo_8AAABCCCDDDDDBDD-1	0.1275	0.3032
FoobarAB5_BazMoo_7ACCCCDCDCDDBDDD-1	0.4749	0.9777
FoobarAB4_BazMoo_3CDBABAABADDDDAB-1	0.2311	0.1119
FoobarAB8_BazMoo_1ABBACABBADCBDDD-1	0.4389	0.8841
FoobarAB5_BazMoo_7ACAAAABDBBDBBCD-1	0.3369	0.1773
FoobarAB3_BazMoo_8BACDDDADAADCADB-1	0.287	0.2277
FoobarAB7_BazMoo_7DCACADBDCDBBDAC-1	0.0343	0.0517
FoobarAB2_BazMoo_4CAABBDACDABCABD-1	0.1103	0.7938
FoobarAB5_BazMoo_4BDCCACAABAACDAC-1	0.042	0.1517
FoobarAB7_BazMoo_3DACCCBBCBAACDCC-1	0.5627	0.1601
FoobarAB6_BazMoo_2CBCCDDADCCCADAB-1	0.3426	0.3068
FoobarAB3_BazMoo_2BADAAACDABBDADB-1	0.7152	0.3971
FoobarAB1_BazMoo_6BDDCCCAADDCBADD-1	0.3178	0.7846
FoobarAB6_BazMoo_7DBCADACDBABACCA-1	0.7609	0.293
FoobarAB3_BazMoo_2BABDCCBCADBDBDA-1	0.4189	0.006
FoobarAB4_BazMoo_8BDCADDACCABACBB-1	0.5635	0.9411
FoobarAB3_BazMoo_8ABDADCDCCCCDAAA-1	0.1115	0.0337
FoobarAB8_BazMoo_6BBCACBACCBBADCA-1	0.6048	0.9502
FoobarAB6_BazMoo_4CADADDBBDCBDDCC-1	0.302	0.7599
FoobarAB7_BazMoo_5BCCCADCDDBDCCDC-1	0.6648	0.7038
FoobarAB6_BazMoo_5DACAAABDACABBBA-1	0.3385	0.743
FoobarAB6_BazMoo_1BDCDACCADCBCCDD-1	0.8904	0.0148
FoobarAB3_BazMoo_4DCBCDDBBABBCDCD-1	0.9118	0.1179
FoobarAB2_BazMoo_6BDBBCBBBBAABBCB-1	0.4213	0.128
FoobarAB1_BazMoo_2DCBDBDBAAABCACA-1	0.2562	0.0829
FoobarAB3_BazMoo_6BBDDDABBBBBBCAC-1	0.2844	0.5109
FoobarAB1_BazMoo_7ABDDAABABACABCB-1	0.2367	0.6662
FoobarAB6_BazMoo_7BDCBCCCADACCDAB-1	0.0432	0.5017
FoobarAB6_BazMoo_2CDBDADDDCACBDAB-1	0.1502	0.5793
FoobarAB5_BazMoo_4CDCBBDDDACCDBCC-1	0.5908	0.8436
FoobarAB3_BazMoo_4AAABDDABDADCAAB-1	0.054	0.7956
FoobarAB5_BazMoo_5BCDACAABBDBBBCD-1	0.5223	0.7196
FoobarAB6_BazMoo_6BBCAAADBCABDBAD-1	0.8986	0.7062
FoobarAB6_BazMoo_8CBBCCAADBDBABAD-1	0.6451	0.9917
FoobarAB1_BazMoo_6BDCBDDBADDCDCAC-1	0.6663	0.1502
FoobarAB5_BazMoo_5ADBDDBBCCCCDBDB-1	0.8908	0.7867
FoobarAB3_BazMoo_7AABACACBCDCBADB-1	0.0799	0.326
FoobarAB8_BazMoo_2ADDADBBCACBABCD-1	0.5746	0.7071
FoobarAB5_BazMoo_8CBABACDCBCCACCA-1	0.7885	0.1887
FoobarAB8_BazMoo_3CDBCAAABABDCDCC-1	0.8438	0.0746
FoobarAB1_BazMoo_3DBDAAAABCDBACAB-1	0.8628	0.4144
FoobarAB2_BazMoo_5CACCCACABCCACBA-1	0.9854	0.4888
FoobarAB1_BazMoo_5BABCDBBCCCADACC-1	0.5568	0.3425
FoobarAB2_BazMoo_5CADBBDCCDADAABA-1	0.6959	0.5666
FoobarAB5_BazMoo_7ADACABBBCACBDDA-1	0.2322	0.9723
FoobarAB3_BazMoo_7AAACAABBDDACCAA-1	0.4565	0.7065
FoobarAB5_BazMoo_6CCBBBACDCDDDCDC-1	0.0297	0.9774
FoobarAB2_BazMoo_1CBBAADACCBBCDAB-1	0.0147	0.0816
FoobarAB2_BazMoo_7CBBABBDDCACACBC-1	0.2948	0.2536
FoobarAB6_BazMoo_2BACADABCBDABBDB-1	0.4692	0.9626
FoobarAB6_BazMoo_8ADAABAABBDACCBA-1	0.4587	0.7367
FoobarAB1_BazMoo_6AABBABABCBBCAAA-1	0.6828	0.8316
FoobarAB8_BazMoo_6ABCCACBCABBDAAD-1	0.5236	0.8721
FoobarAB3_BazMoo_5CDCBAABDCADAAAC-1	0.7229	0.0829
FoobarAB3_BazMoo_3CAACADADDDADACB-1	0.6038	0.8196
FoobarAB4_BazMoo_5DACADCDBCDBDAAA-1	0.4798	0.8444
FoobarAB7_BazMoo_5BAAAADCDACDDCCB-1	0.7017	0.313
FoobarAB8_BazMoo_1CABBCBACBBDCADA-1	0.4768	0.9849
FoobarAB6_BazMoo_7CDCACCADCABDACD-1	0.6819	0.3707
FoobarAB4_BazMoo_6BBDABDCDBDBBADA-1	0.5111	0.258
FoobarAB6_BazMoo_6BBCBCBCDACBDBBD-1	0.0823	0.8668
FoobarAB2_BazMoo_3DABBDABBCBDDAAD-1	0.9321	0.2136
FoobarAB8_BazMoo_3BCDDCCADAACDADA-1	0.7066	0.0816
FoobarAB7_BazMoo_1ADDBCDBDDBBACDC-1	0.697	0.0931
FoobarAB8_BazMoo_6CCDDCDAABDADCAC-1	0.1066	0.1567
FoobarAB8_BazMoo_3AABCCCBBDDDDBAB-1	0.3822	0.1598
FoobarAB3_BazMoo_5BACDABABDAADBCA-1	0.4236	0.6072
FoobarAB6_BazMoo_5CBDDABCDDCCBBCA-1	0.3084	0.661
FoobarAB1_BazMoo_2DABDDADBCACBACA-1	0.2789	0.5145
FoobarAB5_BazMoo_8CBAADDCDACCBADC-1	0.2336	0.8128
FoobarAB4_BazMoo_1ACBAADADDDBCBAC-1	0.1011	0.1755
FoobarAB8_BazMoo_2ACBAABCCDBADBCA-1	0.6501	0.7833
FoobarAB3_BazMoo_6ABCBABBACBCACCD-1	0.2138	0.0149
FoobarAB1_BazMoo_7CAACCBCBADBCBBC-1	0.7102	0.1429
FoobarAB3_BazMoo_5DDBCBBDACBADABC-1	0.3454	0.2568
FoobarAB7_BazMoo_2DACDABABCDADBDC-1	0.46	0.0278
FoobarAB3_BazMoo_6BBDDDABADDBCDBA-1	0.5978	0.4241
FoobarAB2_BazMoo_8AABADCABBAADDAA-1	0.177	0.7113
FoobarAB7_BazMoo_6ADCAACCDCDDBAAB-1	0.0566	0.4155
FoobarAB6_BazMoo_3AAABBDBCDBCACDB-1	0.2462	0.9684
FoobarAB8_BazMoo_4CACACCBCACCAABB-1	0.7594	0.9386
FoobarAB3_BazMoo_5ACBABDBBDAADCAC-1	0.5926	0.7952
FoobarAB6_BazMoo_3ADADCACBCDCDDCA-1	0.033	0.4008
FoobarAB1_BazMoo_8DCBAAADAADDBCAC-1	0.8913	0.8374
FoobarAB8_BazMoo_2ABDCBCDDDAAACBA-1	0.248	0.9958
FoobarAB4_BazMoo_3BBBCDBCABBBDBBB-1	0.6276	0.4915
FoobarAB3_BazMoo_3BDCACCABDDDCACA-1	0.4012	0.4377
FoobarAB3_BazMoo_6ADAACCCABCACBAA-1	0.8817	0.7158
FoobarAB7_BazMoo_3CBBDABDBCCCABAD-1	0.6252	0.8981
FoobarAB5_BazMoo_6AABABDDAACACCDC-1	0.9562	0.2064
FoobarAB3_BazMoo_7CDADCBAADDBADAC-1	0.9842	0.8855
FoobarAB7_BazMoo_2CADDDDDDDABBACA-1	0.1343	0.0066
FoobarAB2_BazMoo_2DBDBACCBBCCADAB-1	0.2768	0.9455
FoobarAB1_BazMoo_3DDDBCBABDADBCDA-1	0.2696	0.2328
FoobarAB6_BazMoo_5AABDBBADCAACABD-1	0.1712	0.1716
FoobarAB7_BazMoo_1BDACCCDCDBCCCDA-1	0.5079	0.269
FoobarAB4_BazMoo_6DADABCBADCBAADD-1	0.108	0.3972
FoobarAB4_BazMoo_7CCAAAAABACDCBCC-1	0.0376	0.68
FoobarAB8_BazMoo_3DCCBCDDBBBCACAD-1	0.2826	0.7673
FoobarAB5_BazMoo_2CABBCCBBDCDAADC-1	0.9792	0.6324
FoobarAB8_BazMoo_8BADDACABAABBDCC-1	0.1013	0.2664
FoobarAB2_BazMoo_2ADDABAAADDACBDD-1	0.5655	0.9234
FoobarAB8_BazMoo_3DDADCCDCABBBBDA-1	0.3678	0.0442
FoobarAB2_BazMoo_3BCBDDADDDACADCD-1	0.9059	0.6671
FoobarAB6_BazMoo_5BCCDBDBDABBDDAD-1	0.581	0.2045
FoobarAB5_BazMoo_4ABDBCBCACDCBDAC-1	0.0531	0.9395
FoobarAB1_BazMoo_5DDACABABDCDDBAA-1	0.5216	0.5209
FoobarAB5_BazMoo_6BDDBCBCBBCCDACD-1	0.6127	0.4639
FoobarAB3_BazMoo_3DDBDDBAACDDBDCA-1	0.801	0.9823
FoobarAB3_BazMoo_6ABAAADBDBCADDDB-1	0.8071	0.4313
FoobarAB7_BazMoo_5DADDCABCDBBBAAA-1	0.364	0.6716
FoobarAB7_BazMoo_4CCDDBCACCABADBC-1	0.4597	0.4325
FoobarAB4_BazMoo_6CCBBDACDAACDAAB-1	0.0439	0.6927
FoobarAB1_BazMoo_4ADABBDCCDAAAAAA-1	0.4508	0.3961
FoobarAB1_BazMoo_7DDBCAAAABCCDCBC-1	0.8635	0.0772
FoobarAB4_BazMoo_1DBCAADDACBCABAC-1	0.4814	0.4858
